legacy,legacyPath,legacySize,legacyMD5,status,newPath,reason
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\access\enums\._LessonAccessType.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LessonAccessType / ._lesson-access-type)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\access\mapper\._LessonAccessMapper.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LessonAccessMapper / ._lesson-access-mapper)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\access\service\._LessonAccessService.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LessonAccessService / ._lesson-access-service)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\access\service\._LessonAccessServiceImpl.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LessonAccessServiceImpl / ._lesson-access-service-impl)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\access\web\._LessonAccessController.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LessonAccessController / ._lesson-access-controller)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\comment\._CommentApi.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CommentApi / ._comment-api)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\comment\bean\._CommentCountListRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CommentCountListRequest / ._comment-count-list-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\comment\bean\._CommentCountResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CommentCountResponse / ._comment-count-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\comment\enums\._CommentTopicType.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CommentTopicType / ._comment-topic-type)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\exam\._ExamPaperRecordApi.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._ExamPaperRecordApi / ._exam-paper-record-api)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\favorite\._FavoriteApi.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._FavoriteApi / ._favorite-api)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\favorite\bean\._FavoriteCountListRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._FavoriteCountListRequest / ._favorite-count-list-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\favorite\bean\._FavoriteCountResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._FavoriteCountResponse / ._favorite-count-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\favorite\bean\._FavoriteGetListRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._FavoriteGetListRequest / ._favorite-get-list-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\favorite\bean\._FavoriteGetPageListRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._FavoriteGetPageListRequest / ._favorite-get-page-list-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\favorite\bean\._FavoriteGetPageListResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._FavoriteGetPageListResponse / ._favorite-get-page-list-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\favorite\bean\._FavoriteResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._FavoriteResponse / ._favorite-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\favorite\enums\._FavoriteTopicType.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._FavoriteTopicType / ._favorite-topic-type)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\like\._LikeApi.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LikeApi / ._like-api)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\like\bean\._LikeCountListRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LikeCountListRequest / ._like-count-list-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\like\bean\._LikeCountResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LikeCountResponse / ._like-count-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\like\bean\._LikeResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LikeResponse / ._like-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\like\enums\._LikeTopicType.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._LikeTopicType / ._like-topic-type)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\._MemberApi.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberApi / ._member-api)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\bean\._MemberCompanyGetListResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberCompanyGetListResponse / ._member-company-get-list-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\bean\._MemberCompanyResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberCompanyResponse / ._member-company-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\bean\._MemberGroupGetListResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberGroupGetListResponse / ._member-group-get-list-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\bean\._MemberGroupResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberGroupResponse / ._member-group-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\bean\._MemberLevelResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberLevelResponse / ._member-level-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\bean\._MemberPostResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberPostResponse / ._member-post-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\bean\._MemberResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberResponse / ._member-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\bean\._MemberTagGetListResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberTagGetListResponse / ._member-tag-get-list-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\bean\._MemberTagResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberTagResponse / ._member-tag-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\enums\._MemberCompanyStatus.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberCompanyStatus / ._member-company-status)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\enums\._MemberGroupStatus.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberGroupStatus / ._member-group-status)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\enums\._MemberPostStatus.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberPostStatus / ._member-post-status)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\member\enums\._MemberStatus.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MemberStatus / ._member-status)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\order\._OrderApi.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._OrderApi / ._order-api)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\order\bean\._OrderCreateRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._OrderCreateRequest / ._order-create-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\order\bean\._OrderItemRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._OrderItemRequest / ._order-item-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\order\bean\._OrderItemResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._OrderItemResponse / ._order-item-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\order\bean\._OrderPaymentRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._OrderPaymentRequest / ._order-payment-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\order\bean\._OrderPaymentResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._OrderPaymentResponse / ._order-payment-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\order\bean\._OrderResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._OrderResponse / ._order-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\order\enums\._OrderItemStatus.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._OrderItemStatus / ._order-item-status)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\order\enums\._OrderStatus.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._OrderStatus / ._order-status)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\pay\._PaymentApi.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._PaymentApi / ._payment-api)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\pay\enums\._PaymentStatus.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._PaymentStatus / ._payment-status)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\pay\enums\._TradePlatform.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._TradePlatform / ._trade-platform)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\pay\enums\._TradePlatformChannel.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._TradePlatformChannel / ._trade-platform-channel)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\pay\enums\._TradeTerminal.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._TradeTerminal / ._trade-terminal)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\rocketmq\config\._MessageTopicConfig.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MessageTopicConfig / ._message-topic-config)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\rocketmq\enums\._MessageTopic.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._MessageTopic / ._message-topic)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\rocketmq\message\._SignUpMessage.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._SignUpMessage / ._sign-up-message)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\api\rocketmq\producer\._ProducerApi.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._ProducerApi / ._producer-api)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\aspect\search\._Search.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._Search / ._search)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\aspect\search\._SearchAspect.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._SearchAspect / ._search-aspect)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\aspect\search\bean\._Content.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._Content / ._content)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\aspect\search\enums\._TopicType.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._TopicType / ._topic-type)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryAdminListRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryAdminListRequest / ._category-admin-list-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryCreateRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryCreateRequest / ._category-create-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryImageDeleteRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryImageDeleteRequest / ._category-image-delete-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryImageDeleteResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryImageDeleteResponse / ._category-image-delete-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryImageUploadRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryImageUploadRequest / ._category-image-upload-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryImageUploadResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryImageUploadResponse / ._category-image-upload-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryListRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryListRequest / ._category-list-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryResponse / ._category-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryUpdateIsShowIndexRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryUpdateIsShowIndexRequest / ._category-update-is-show-index-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryUpdateIsShowRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryUpdateIsShowRequest / ._category-update-is-show-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\bean\._CategoryUpdateRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryUpdateRequest / ._category-update-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\entity\._Category.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._Category / ._category)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\entity\._CategoryRelation.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryRelation / ._category-relation)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\mapper\._CategoryMapper.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryMapper / ._category-mapper)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\mapper\._CategoryRelationMapper.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryRelationMapper / ._category-relation-mapper)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\service\._CategoryRelationService.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryRelationService / ._category-relation-service)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\service\._CategoryRelationServiceImpl.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryRelationServiceImpl / ._category-relation-service-impl)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\service\._CategoryService.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryService / ._category-service)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\service\._CategoryServiceImpl.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryServiceImpl / ._category-service-impl)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\category\web\._CategoryController.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CategoryController / ._category-controller)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateCancelledRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateCancelledRequest / ._certificate-cancelled-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateCreateRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateCreateRequest / ._certificate-create-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateDeleteRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateDeleteRequest / ._certificate-delete-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateExpiredRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateExpiredRequest / ._certificate-expired-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateGetByLessonIdRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateGetByLessonIdRequest / ._certificate-get-by-lesson-id-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateGetRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateGetRequest / ._certificate-get-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateListRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateListRequest / ._certificate-list-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateListResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateListResponse / ._certificate-list-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateResponse.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateResponse / ._certificate-response)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateRevokedRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateRevokedRequest / ._certificate-revoked-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateSuspendedRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateSuspendedRequest / ._certificate-suspended-request)"
"ljd-交接文件","D:\历史项目存档\ljd-交接文件\service\__MACOSX\cloud-learning-learn-service\src\main\java\com\yjs\cloud\learning\learn\biz\certificate\bean\._CertificateTemplateActiveRequest.java","163","d49ae69a0fcde161a35986b220325d1a","缺失","","stem 无匹配 (._CertificateTemplateActiveRequest / ._certificate-template-active-request)"
