category,vue_path,vue_normalized,vue_name,vue_component,vue_source,vue_project,vue_type,match_type,next_path,next_normalized,next_file,analysis
缺失,/ask,/ask,,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/ask/question,/ask/question,questionList,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/ask/category,/ask/category,questionCategory,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/circle,/circle,,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/circle/dynamics,/circle/dynamics,dynamicsList,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/circle/list,/circle/list,circleList,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/circle/category,/circle/category,circleCategory,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/resource,/resource,,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/resource/list,/resource/list,resourceList,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/resource/category,/resource/category,resourceCategory,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/resource/product,/resource/product,resourceProduct,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/resource/tag,/resource/tag,resourceTag,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/point,/point,,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/point/list,/point/list,pointList,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/point/channel,/point/channel,pointChannel,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/point/record,/point/record,pointRecord,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/comment,/comment,,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/comment/list,/comment/list,commentList,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/comment/sensitive-word,/comment/sensitive-word,commentSensitiveSetting,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/search,/search,,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/search/hot-word,/search/hot-word,searchHotWord,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/message,/message,,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/message/announcement,/message/announcement,announcement,<inline>,D:\历史项目存档\code\edu\admin\admin\src\router\index.js,edu/admin,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/index,/index,index,Index,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/learn/payment,/learn/payment,learnPayment,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/learn/payment/confirm,/learn/payment/confirm,learnPaymentConfirm,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/forget/pwd,/forget/pwd,forgetPwd,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/search,/search,searchIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/learn/buyconfirm,/learn/buyconfirm,learnBuyConfirm,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/learn/topic,/learn/topic,learnTopic,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/learn/topic/detail,/learn/topic/detail,learnTopicDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/learn/map,/learn/map,learnMap,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/learn/detail,/learn/detail,learnDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/learn/list,/learn/list,learnList,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/learn,/learn,learnIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/live,/live,liveIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/live/detail,/live/detail,liveDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/live/play,/live/play,livePlay,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/news,/news,newsIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/news/detail,/news/detail,newsDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/exam/paper,/exam/paper,examPaper,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/exam/paper/detail,/exam/paper/detail,examPaperDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/exam/detail,/exam/detail,examDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/exam/list,/exam/list,examList,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/exam,/exam,examIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/article,/article,articleIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/article/detail,/article/detail,articleDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/ask,/ask,askIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/ask/question,/ask/question,askQuestion,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/message,/message,memberMessage,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/message/notice,/message/notice,memberNotice,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/message/like,/message/like,memberMessageLike,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/message/favorite,/message/favorite,memberMessageFavorite,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/message/comment,/message/comment,memberMessageComment,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/message/fans,/message/fans,memberMessageFans,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/message/private-letter,/message/private-letter,memberPrivateLetter,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/personal,/member/personal,memberPersonal,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/detail,/member/detail,memberDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/favorites,/member/favorites,memberFavorites,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/learn-record,/member/learn-record,memberLearnRecord,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/setting,/member/setting,memberSetting,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/comment,/member/comment,memberComment,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/fans,/member/fans,memberFans,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/follow,/member/follow,memberFollow,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/ask,/member/ask,memberAsk,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/circle,/member/circle,memberCircle,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/resource,/member/resource,memberResource,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/article,/member/article,memberArticle,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/point,/member/point,memberPoint,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/exam/sign-up,/member/exam/sign-up,memberExamSignUp,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/exam/record,/member/exam/record,memberExamRecord,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/exam/wrong-question,/member/exam/wrong-question,memberExamWrongQuestion,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/member/certificate,/member/certificate,memberCertificate,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/circle,/circle,circleIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/circle/detail,/circle/detail,circleDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/resource,/resource,resourceIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/resource/detail,/resource/detail,resourceDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/resource/edit,/resource/edit,resourceEdit,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/announcement,/announcement,announcementIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/announcement/detail,/announcement/detail,announcementDetail,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/about,/about,aboutIndex,<inline>,D:\历史项目存档\code\edu\web\web\src\router\index.js,edu/web,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/error,/error,Error,ErrorPage,D:\历史项目存档\zhs_app-ZZ\share-h5\src\router\index.js,share-h5/src,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
缺失,/:code?,/:code?,Share,SharePage,D:\历史项目存档\zhs_app-ZZ\share-h5\src\router\index.js,share-h5/src,vue-router,none,,,,真实缺失(Vue 业务页面在 Next.js 中未找到对应)
Next.js独有,,,,,,,,,/apple/callback,/apple/callback,g:\IHUI-AI\apps\web\app\(auth)\apple\callback\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/callback,/callback,g:\IHUI-AI\apps\web\app\(auth)\callback\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/forgot-password,/forgot-password,g:\IHUI-AI\apps\web\app\(auth)\forgot-password\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/google/callback,/google/callback,g:\IHUI-AI\apps\web\app\(auth)\google\callback\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/activities,/activities,g:\IHUI-AI\apps\web\app\(main)\activities\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/activities/[slug],/activities/:slug,g:\IHUI-AI\apps\web\app\(main)\activities\[slug]\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/about-us,/about-us,g:\IHUI-AI\apps\web\app\(main)\admin\about-us\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/activity,/activity,g:\IHUI-AI\apps\web\app\(main)\admin\activity\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/advertise,/advertise,g:\IHUI-AI\apps\web\app\(main)\admin\advertise\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agent-category,/agent-category,g:\IHUI-AI\apps\web\app\(main)\admin\agent-category\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agent-examine,/agent-examine,g:\IHUI-AI\apps\web\app\(main)\admin\agent-examine\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agent-rule,/agent-rule,g:\IHUI-AI\apps\web\app\(main)\admin\agent-rule\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agent-rules,/agent-rules,g:\IHUI-AI\apps\web\app\(main)\admin\agent-rules\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agent-task,/agent-task,g:\IHUI-AI\apps\web\app\(main)\admin\agent-task\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agents/categories,/agents/categories,g:\IHUI-AI\apps\web\app\(main)\admin\agents\categories\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agents/examine,/agents/examine,g:\IHUI-AI\apps\web\app\(main)\admin\agents\examine\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agents,/agents,g:\IHUI-AI\apps\web\app\(main)\admin\agents\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agents/settlement,/agents/settlement,g:\IHUI-AI\apps\web\app\(main)\admin\agents\settlement\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/agreements,/agreements,g:\IHUI-AI\apps\web\app\(main)\admin\agreements\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/ai-gc,/ai-gc,g:\IHUI-AI\apps\web\app\(main)\admin\ai-gc\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/ai-models,/ai-models,g:\IHUI-AI\apps\web\app\(main)\admin\ai-models\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/ai-world/sites,/ai-world/sites,g:\IHUI-AI\apps\web\app\(main)\admin\ai-world\sites\page.tsx,"Next.js 新增(新业务模块,Vue 中无对应)"
Next.js独有,,,,,,,,,/admin/announcements,/announcements,g:\IHUI-AI\apps\web\app\(main)\admin\announcements\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/api-debug,/api-debug,g:\IHUI-AI\apps\web\app\(main)\admin\api-debug\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/api-groups,/api-groups,g:\IHUI-AI\apps\web\app\(main)\admin\api-groups\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/api-logs,/api-logs,g:\IHUI-AI\apps\web\app\(main)\admin\api-logs\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/api-platform/apps,/api-platform/apps,g:\IHUI-AI\apps\web\app\(main)\admin\api-platform\apps\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/api-platform/billing,/api-platform/billing,g:\IHUI-AI\apps\web\app\(main)\admin\api-platform\billing\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/api-platform/packages,/api-platform/packages,g:\IHUI-AI\apps\web\app\(main)\admin\api-platform\packages\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/api-platform/usage,/api-platform/usage,g:\IHUI-AI\apps\web\app\(main)\admin\api-platform\usage\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/api-usage,/api-usage,g:\IHUI-AI\apps\web\app\(main)\admin\api-usage\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/articles,/articles,g:\IHUI-AI\apps\web\app\(main)\admin\articles\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/asks,/asks,g:\IHUI-AI\apps\web\app\(main)\admin\asks\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/auth-accounts,/auth-accounts,g:\IHUI-AI\apps\web\app\(main)\admin\auth-accounts\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/auth-dept,/auth-dept,g:\IHUI-AI\apps\web\app\(main)\admin\auth-dept\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/auth-find-info,/auth-find-info,g:\IHUI-AI\apps\web\app\(main)\admin\auth-find-info\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/auth-role,/auth-role,g:\IHUI-AI\apps\web\app\(main)\admin\auth-role\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/auth-user-vip,/auth-user-vip,g:\IHUI-AI\apps\web\app\(main)\admin\auth-user-vip\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/auth-veri-codes,/auth-veri-codes,g:\IHUI-AI\apps\web\app\(main)\admin\auth-veri-codes\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/backend-health,/backend-health,g:\IHUI-AI\apps\web\app\(main)\admin\backend-health\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/banner,/banner,g:\IHUI-AI\apps\web\app\(main)\admin\banner\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/behavior,/behavior,g:\IHUI-AI\apps\web\app\(main)\admin\behavior\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/bi-dashboard,/bi-dashboard,g:\IHUI-AI\apps\web\app\(main)\admin\bi-dashboard\page.tsx,"Next.js 新增(新业务模块,Vue 中无对应)"
Next.js独有,,,,,,,,,/admin/cache-monitor,/cache-monitor,g:\IHUI-AI\apps\web\app\(main)\admin\cache-monitor\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/carousel,/carousel,g:\IHUI-AI\apps\web\app\(main)\admin\carousel\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/certificate/templates,/certificate/templates,g:\IHUI-AI\apps\web\app\(main)\admin\certificate\templates\page.tsx,Next.js 新增(同模块下的新页面)
Next.js独有,,,,,,,,,/admin/circles/dynamics,/circles/dynamics,g:\IHUI-AI\apps\web\app\(main)\admin\circles\dynamics\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/circles,/circles,g:\IHUI-AI\apps\web\app\(main)\admin\circles\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/clawdbot/analytics,/clawdbot/analytics,g:\IHUI-AI\apps\web\app\(main)\admin\clawdbot\analytics\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/clawdbot/bots,/clawdbot/bots,g:\IHUI-AI\apps\web\app\(main)\admin\clawdbot\bots\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/clawdbot/health,/clawdbot/health,g:\IHUI-AI\apps\web\app\(main)\admin\clawdbot\health\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/clawdbot/messages,/clawdbot/messages,g:\IHUI-AI\apps\web\app\(main)\admin\clawdbot\messages\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/clawdbot,/clawdbot,g:\IHUI-AI\apps\web\app\(main)\admin\clawdbot\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/clawdbot/permissions,/clawdbot/permissions,g:\IHUI-AI\apps\web\app\(main)\admin\clawdbot\permissions\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/clawdbot/sessions,/clawdbot/sessions,g:\IHUI-AI\apps\web\app\(main)\admin\clawdbot\sessions\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/clawdbot/tools,/clawdbot/tools,g:\IHUI-AI\apps\web\app\(main)\admin\clawdbot\tools\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/comment-logs,/comment-logs,g:\IHUI-AI\apps\web\app\(main)\admin\comment-logs\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/comments,/comments,g:\IHUI-AI\apps\web\app\(main)\admin\comments\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/commission,/commission,g:\IHUI-AI\apps\web\app\(main)\admin\commission\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/config,/config,g:\IHUI-AI\apps\web\app\(main)\admin\config\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/configs,/configs,g:\IHUI-AI\apps\web\app\(main)\admin\configs\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/contact,/contact,g:\IHUI-AI\apps\web\app\(main)\admin\contact\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/content-stat,/content-stat,g:\IHUI-AI\apps\web\app\(main)\admin\content-stat\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/coupon,/coupon,g:\IHUI-AI\apps\web\app\(main)\admin\coupon\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/course,/course,g:\IHUI-AI\apps\web\app\(main)\admin\course\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/course-chapter,/course-chapter,g:\IHUI-AI\apps\web\app\(main)\admin\course-chapter\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/course-section,/course-section,g:\IHUI-AI\apps\web\app\(main)\admin\course-section\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/crew,/crew,g:\IHUI-AI\apps\web\app\(main)\admin\crew\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/crew/[id],/crew/:id,g:\IHUI-AI\apps\web\app\(main)\admin\crew\[id]\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/customer-service,/customer-service,g:\IHUI-AI\apps\web\app\(main)\admin\customer-service\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/dashboard-stat,/dashboard-stat,g:\IHUI-AI\apps\web\app\(main)\admin\dashboard-stat\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/database-optimization,/database-optimization,g:\IHUI-AI\apps\web\app\(main)\admin\database-optimization\page.tsx,Next.js 新增页面
Next.js独有,,,,,,,,,/admin/db-monitor,/db-monitor,g:\IHUI-AI\apps\web\app\(main)\admin\db-monitor\page.tsx,Next.js 新增页面
