source,httpMethod,path,mappedPath,normalizedPath,legacyFile,legacyClass,status,appliedRule,matchedRoutes,reason
"java","GET","/statistics","/statistics","/statistics","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\statistics\web\CircleStatisticsController.java","CircleStatisticsController","部分迁移","","GET /statistics/message (statistics.ts:540) | GET /statistics/live (statistics.ts:546) | GET /statistics/point (statistics.ts:552)","路径前缀匹配: /statistics → 6 个候选"
"java","POST","/auth-api/dynamic","/articles","/articles","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\dynamic\web\DynamicController.java","DynamicController","已迁移","prefix:/auth-api→(strip); module:dynamic→articles","POST /articles (content.ts:599)","精确匹配: POST /articles"
"java","PUT","/auth-api/dynamic","/articles","/articles","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\dynamic\web\DynamicController.java","DynamicController","部分迁移","prefix:/auth-api→(strip); module:dynamic→articles","PUT /articles/:id (content.ts:617) | DELETE /articles/:id (content.ts:643)","路径前缀匹配: /articles → 2 个候选"
"java","DELETE","/dynamic","/articles","/articles","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\dynamic\web\DynamicController.java","DynamicController","部分迁移","module:dynamic→articles","PUT /articles/:id (content.ts:617) | DELETE /articles/:id (content.ts:643)","路径前缀匹配: /articles → 2 个候选"
"java","DELETE","/auth-api/dynamic","/articles","/articles","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\dynamic\web\DynamicController.java","DynamicController","部分迁移","prefix:/auth-api→(strip); module:dynamic→articles","PUT /articles/:id (content.ts:617) | DELETE /articles/:id (content.ts:643)","路径前缀匹配: /articles → 2 个候选"
"java","GET","/dynamic/list","/articles/list","/articles/list","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\dynamic\web\DynamicController.java","DynamicController","部分迁移","module:dynamic→articles","GET /articles (articles.ts:20) | GET /articles (content.ts:592) | POST /articles (content.ts:599)","路径前缀匹配: /articles/list → 3 个候选"
"java","GET","/public-api/dynamic/list","/articles/list","/articles/list","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\dynamic\web\DynamicController.java","DynamicController","部分迁移","prefix:/public-api→(strip); module:dynamic→articles","GET /articles (articles.ts:20) | GET /articles (content.ts:592) | POST /articles (content.ts:599)","路径前缀匹配: /articles/list → 3 个候选"
"java","GET","/public-api/dynamic/list/by-ids","/articles/list/by-ids","/articles/list/by-ids","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\dynamic\web\DynamicController.java","DynamicController","部分迁移","prefix:/public-api→(strip); module:dynamic→articles","GET /articles (articles.ts:20) | GET /articles (content.ts:592) | POST /articles (content.ts:599)","路径前缀匹配: /articles/list/by-ids → 3 个候选"
"java","GET","/public-api/dynamic","/articles","/articles","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\dynamic\web\DynamicController.java","DynamicController","已迁移","prefix:/public-api→(strip); module:dynamic→articles","GET /articles (articles.ts:20) | GET /articles (content.ts:592)","精确匹配: GET /articles"
"java","GET","/public-api/dynamic/count","/articles/count","/articles/count","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\dynamic\web\DynamicController.java","DynamicController","部分迁移","prefix:/public-api→(strip); module:dynamic→articles","GET /articles (articles.ts:20) | GET /articles (content.ts:592) | POST /articles (content.ts:599)","路径前缀匹配: /articles/count → 3 个候选"
"java","POST","/public-api/watch","/videos","/videos","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\watch\web\WatchController.java","WatchController","已迁移","prefix:/public-api→(strip); module:watch→videos","POST /videos (zhs-course.ts:841)","精确匹配: POST /videos"
"java","GET","/public-api/watch/count","/videos/count","/videos/count","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\watch\web\WatchController.java","WatchController","部分迁移","prefix:/public-api→(strip); module:watch→videos","GET /videos (zhs-course.ts:161) | POST /videos (zhs-course.ts:841)","路径前缀匹配: /videos/count → 2 个候选"
"java","GET","/auth-api/watch/page/list","/videos/page/list","/videos/page/list","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\watch\web\WatchController.java","WatchController","部分迁移","prefix:/auth-api→(strip); module:watch→videos","GET /videos (zhs-course.ts:161) | POST /videos (zhs-course.ts:841)","路径前缀匹配: /videos/page/list → 2 个候选"
"java","GET","/public-api/watch/count/group-by","/videos/count/group-by","/videos/count/group-by","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\watch\web\WatchController.java","WatchController","部分迁移","prefix:/public-api→(strip); module:watch→videos","GET /videos (zhs-course.ts:161) | POST /videos (zhs-course.ts:841)","路径前缀匹配: /videos/count/group-by → 2 个候选"
"java","POST","/auth-api/member","/members","/members","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleMemberController.java","CircleMemberController","已迁移","prefix:/auth-api→(strip); module:member→members","POST /members (member.ts:600)","精确匹配: POST /members"
"java","DELETE","/auth-api/member","/members","/members","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleMemberController.java","CircleMemberController","已迁移","prefix:/auth-api→(strip); module:member→members","DELETE /members (member.ts:697)","精确匹配: DELETE /members"
"java","GET","/public-api/member","/members","/members","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleMemberController.java","CircleMemberController","已迁移","prefix:/public-api→(strip); module:member→members","GET /members (member.ts:561)","精确匹配: GET /members"
"java","GET","/public-api/member/count","/members/count","/members/count","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleMemberController.java","CircleMemberController","部分迁移","prefix:/public-api→(strip); module:member→members","GET /members (member.ts:561) | POST /members (member.ts:600) | PUT /members (member.ts:617)","路径前缀匹配: /members/count → 4 个候选"
"java","POST","/auth-api/circle","/circles","/circles","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","已迁移","prefix:/auth-api→(strip); module:circle→circles","POST /circles (community/circles.ts:644)","精确匹配: POST /circles"
"java","PUT","/auth-api/circle","/circles","/circles","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","prefix:/auth-api→(strip); module:circle→circles","GET /circles/dynamic/list/by-ids (community/asks.ts:908) | GET /circles/member/dynamic/list (community/asks.ts:929) | POST /circles/dynamic/like (community/asks.ts:960)","路径前缀匹配: /circles → 24 个候选"
"java","DELETE","/auth-api/circle","/circles","/circles","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","prefix:/auth-api→(strip); module:circle→circles","GET /circles/dynamic/list/by-ids (community/asks.ts:908) | GET /circles/member/dynamic/list (community/asks.ts:929) | POST /circles/dynamic/like (community/asks.ts:960)","路径前缀匹配: /circles → 24 个候选"
"java","GET","/circle/list","/circles/list","/circles/list","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","module:circle→circles","POST /circles (community/circles.ts:644)","路径前缀匹配: /circles/list → 1 个候选"
"java","GET","/public-api/circle/list","/circles/list","/circles/list","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","prefix:/public-api→(strip); module:circle→circles","POST /circles (community/circles.ts:644)","路径前缀匹配: /circles/list → 1 个候选"
"java","GET","/public-api/circle/list/by-ids","/circles/list/by-ids","/circles/list/by-ids","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","prefix:/public-api→(strip); module:circle→circles","POST /circles (community/circles.ts:644)","路径前缀匹配: /circles/list/by-ids → 1 个候选"
"java","GET","/public-api/circle","/circles","/circles","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","prefix:/public-api→(strip); module:circle→circles","GET /circles/dynamic/list/by-ids (community/asks.ts:908) | GET /circles/member/dynamic/list (community/asks.ts:929) | POST /circles/dynamic/like (community/asks.ts:960)","路径前缀匹配: /circles → 24 个候选"
"java","GET","/public-api/circle/hot/list","/circles/hot/list","/circles/hot/list","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","prefix:/public-api→(strip); module:circle→circles","POST /circles (community/circles.ts:644) | GET /circles/hot (legacy-completion.ts:389)","路径前缀匹配: /circles/hot/list → 2 个候选"
"java","GET","/public-api/circle/member/count","/circles/member/count","/circles/member/count","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","prefix:/public-api→(strip); module:circle→circles","GET /circles/member/dynamic/list (community/asks.ts:929) | POST /circles (community/circles.ts:644)","路径前缀匹配: /circles/member/count → 2 个候选"
"java","GET","/auth-api/member/circle/list","/members/circle/list","/members/circle/list","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","prefix:/auth-api→(strip); module:member→members","GET /members (member.ts:561) | POST /members (member.ts:600) | PUT /members (member.ts:617)","路径前缀匹配: /members/circle/list → 4 个候选"
"java","GET","/auth-api/member/join/circle/list","/members/join/circle/list","/members/join/circle/list","edu service\edu service\ihui-ai-edu-circle-service\src\main\java\com\yjs\cloud\learning\circle\biz\circle\web\CircleController.java","CircleController","部分迁移","prefix:/auth-api→(strip); module:member→members","GET /members (member.ts:561) | POST /members (member.ts:600) | PUT /members (member.ts:617)","路径前缀匹配: /members/join/circle/list → 4 个候选"
"java","POST","/auth-api/question","/asks","/asks","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\question\web\QuestionController.java","QuestionController","已迁移","prefix:/auth-api→(strip); module:question→asks","POST /asks (admin-asks.ts:106)","精确匹配: POST /asks"
"java","PUT","/auth-api/question","/asks","/asks","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\question\web\QuestionController.java","QuestionController","部分迁移","prefix:/auth-api→(strip); module:question→asks","PUT /asks/:id (admin-asks.ts:126) | PUT /asks/:id/audit (admin-asks.ts:150) | DELETE /asks/:id (admin-asks.ts:169)","路径前缀匹配: /asks → 22 个候选"
"java","DELETE","/auth-api/question","/asks","/asks","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\question\web\QuestionController.java","QuestionController","部分迁移","prefix:/auth-api→(strip); module:question→asks","PUT /asks/:id (admin-asks.ts:126) | PUT /asks/:id/audit (admin-asks.ts:150) | DELETE /asks/:id (admin-asks.ts:169)","路径前缀匹配: /asks → 22 个候选"
"java","GET","/question/list","/asks/list","/asks/list","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\question\web\QuestionController.java","QuestionController","部分迁移","module:question→asks","GET /asks (admin-asks.ts:57) | POST /asks (admin-asks.ts:106)","路径前缀匹配: /asks/list → 2 个候选"
"java","GET","/public-api/question/list","/asks/list","/asks/list","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\question\web\QuestionController.java","QuestionController","部分迁移","prefix:/public-api→(strip); module:question→asks","GET /asks (admin-asks.ts:57) | POST /asks (admin-asks.ts:106)","路径前缀匹配: /asks/list → 2 个候选"
"java","GET","/public-api/question/list/by-ids","/asks/list/by-ids","/asks/list/by-ids","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\question\web\QuestionController.java","QuestionController","部分迁移","prefix:/public-api→(strip); module:question→asks","GET /asks (admin-asks.ts:57) | POST /asks (admin-asks.ts:106)","路径前缀匹配: /asks/list/by-ids → 2 个候选"
"java","GET","/public-api/question","/asks","/asks","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\question\web\QuestionController.java","QuestionController","已迁移","prefix:/public-api→(strip); module:question→asks","GET /asks (admin-asks.ts:57)","精确匹配: GET /asks"
"java","GET","/public-api/question/member/count","/asks/member/count","/asks/member/count","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\question\web\QuestionController.java","QuestionController","部分迁移","prefix:/public-api→(strip); module:question→asks","GET /asks (admin-asks.ts:57) | POST /asks (admin-asks.ts:106) | GET /asks/member/question/list (community/asks.ts:814)","路径前缀匹配: /asks/member/count → 3 个候选"
"java","GET","/auth-api/member/question/list","/members/question/list","/members/question/list","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\question\web\QuestionController.java","QuestionController","部分迁移","prefix:/auth-api→(strip); module:member→members","GET /members (member.ts:561) | POST /members (member.ts:600) | PUT /members (member.ts:617)","路径前缀匹配: /members/question/list → 4 个候选"
"java","GET","/sensitive-word/list","/sensitive-words/list","/sensitive-words/list","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\sensitiveword\web\WordController.java","WordController","部分迁移","module:sensitive-word→sensitive-words","GET /sensitive-words (admin-sensitive-words.ts:67) | POST /sensitive-words (admin-sensitive-words.ts:88)","路径前缀匹配: /sensitive-words/list → 2 个候选"
"java","POST","/sensitive-word","/sensitive-words","/sensitive-words","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\sensitiveword\web\WordController.java","WordController","已迁移","module:sensitive-word→sensitive-words","POST /sensitive-words (admin-sensitive-words.ts:88)","精确匹配: POST /sensitive-words"
"java","PUT","/sensitive-word","/sensitive-words","/sensitive-words","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\sensitiveword\web\WordController.java","WordController","部分迁移","module:sensitive-word→sensitive-words","GET /sensitive-words/:id (admin-sensitive-words.ts:77) | PUT /sensitive-words/:id (admin-sensitive-words.ts:98) | DELETE /sensitive-words/:id (admin-sensitive-words.ts:113)","路径前缀匹配: /sensitive-words → 4 个候选"
"java","DELETE","/sensitive-word","/sensitive-words","/sensitive-words","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\sensitiveword\web\WordController.java","WordController","部分迁移","module:sensitive-word→sensitive-words","GET /sensitive-words/:id (admin-sensitive-words.ts:77) | PUT /sensitive-words/:id (admin-sensitive-words.ts:98) | DELETE /sensitive-words/:id (admin-sensitive-words.ts:113)","路径前缀匹配: /sensitive-words → 4 个候选"
"java","GET","/category/admin/list","/categories/admin/list","/categories/admin/list","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","部分迁移","module:category→categories","GET /categories (admin-faq.ts:66) | POST /categories (admin-faq.ts:71) | GET /categories (agentic-service.ts:54)","路径前缀匹配: /categories/admin/list → 5 个候选"
"java","GET","/category/{id}","/categories/{id}","/categories/:id","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","部分迁移","module:category→categories","GET /categories (admin-faq.ts:66) | POST /categories (admin-faq.ts:71) | DELETE /categories/:id (admin-faq.ts:94)","路径前缀匹配: /categories/:id → 6 个候选"
"java","POST","/category","/categories","/categories","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","已迁移","module:category→categories","POST /categories (admin-faq.ts:71)","精确匹配: POST /categories"
"java","PUT","/category","/categories","/categories","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","部分迁移","module:category→categories","DELETE /categories/:id (admin-faq.ts:94) | GET /categories/list (agents.ts:249) | POST /categories/create (agents.ts:270)","路径前缀匹配: /categories → 22 个候选"
"java","DELETE","/category/{id}","/categories/{id}","/categories/:id","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","已迁移","module:category→categories","DELETE /categories/:id (admin-faq.ts:94)","精确匹配: DELETE /categories/:id"
"java","POST","/category/image","/categories/image","/categories/image","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","部分迁移","module:category→categories","GET /categories (admin-faq.ts:66) | POST /categories (admin-faq.ts:71) | GET /categories (agentic-service.ts:54)","路径前缀匹配: /categories/image → 5 个候选"
"java","DELETE","/category/image","/categories/image","/categories/image","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","部分迁移","module:category→categories","GET /categories (admin-faq.ts:66) | POST /categories (admin-faq.ts:71) | GET /categories (agentic-service.ts:54)","路径前缀匹配: /categories/image → 5 个候选"
"java","PUT","/category/is-show","/categories/is-show","/categories/is-show","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","部分迁移","module:category→categories","GET /categories (admin-faq.ts:66) | POST /categories (admin-faq.ts:71) | GET /categories (agentic-service.ts:54)","路径前缀匹配: /categories/is-show → 5 个候选"
"java","PUT","/category/is-show-index","/categories/is-show-index","/categories/is-show-index","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","部分迁移","module:category→categories","GET /categories (admin-faq.ts:66) | POST /categories (admin-faq.ts:71) | GET /categories (agentic-service.ts:54)","路径前缀匹配: /categories/is-show-index → 5 个候选"
"java","GET","/public-api/category/list","/categories/list","/categories/list","edu service\edu service\ihui-ai-edu-ask-service\src\main\java\com\yjs\cloud\learning\ask\biz\category\web\CategoryController.java","CategoryController","已迁移","prefix:/public-api→(strip); module:category→categories","GET /categories/list (agents.ts:249)","精确匹配: GET /categories/list"
"java","POST","/auth-api/like","/like","/like","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\like\web\LikeController.java","LikeController","已迁移","prefix:/auth-api→(strip)","POST /like (interactions.ts:69)","精确匹配: POST /like"
"java","PUT","/auth-api/like","/like","/like","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\like\web\LikeController.java","LikeController","缺失","prefix:/auth-api→(strip)","","无匹配: PUT /like"
"java","GET","/auth-api/like/list","/like/list","/like/list","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\like\web\LikeController.java","LikeController","部分迁移","prefix:/auth-api→(strip)","POST /like (interactions.ts:69)","路径前缀匹配: /like/list → 1 个候选"
"java","GET","/public-api/like/count","/like/count","/like/count","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\like\web\LikeController.java","LikeController","部分迁移","prefix:/public-api→(strip)","POST /like (interactions.ts:69)","路径前缀匹配: /like/count → 1 个候选"
"java","GET","/tencent/cloud/live/stream","/ai-vendors/cloud/live/stream","/ai-vendors/cloud/live/stream","edu service\edu service\ihui-ai-edu-live-service\src\main\java\com\yjs\cloud\learning\live\biz\tencent\web\TencentCloudLiveStreamController.java","TencentCloudLiveStreamController","缺失","module:tencent→ai-vendors","","无匹配: GET /ai-vendors/cloud/live/stream"
"java","GET","/tencent/cloud/live/stream/channel-id","/ai-vendors/cloud/live/stream/channel-id","/ai-vendors/cloud/live/stream/channel-id","edu service\edu service\ihui-ai-edu-live-service\src\main\java\com\yjs\cloud\learning\live\biz\tencent\web\TencentCloudLiveStreamController.java","TencentCloudLiveStreamController","缺失","module:tencent→ai-vendors","","无匹配: GET /ai-vendors/cloud/live/stream/channel-id"
"java","GET","/tencent/cloud/live/callback/templates","/ai-vendors/cloud/live/callback/templates","/ai-vendors/cloud/live/callback/templates","edu service\edu service\ihui-ai-edu-live-service\src\main\java\com\yjs\cloud\learning\live\biz\tencent\web\TencentCloudLiveStreamController.java","TencentCloudLiveStreamController","缺失","module:tencent→ai-vendors","","无匹配: GET /ai-vendors/cloud/live/callback/templates"
"java","POST","/auth-api/favorite","/favorites","/favorites","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\favorites\web\FavoriteController.java","FavoriteController","部分迁移","prefix:/auth-api→(strip); module:favorite→favorites","DELETE /favorites/:resourceType/:resourceId (social.ts:405) | GET /favorites/check/:resourceType/:resourceId (social.ts:482)","路径前缀匹配: /favorites → 2 个候选"
"java","DELETE","/auth-api/favorite","/favorites","/favorites","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\favorites\web\FavoriteController.java","FavoriteController","部分迁移","prefix:/auth-api→(strip); module:favorite→favorites","DELETE /favorites/:resourceType/:resourceId (social.ts:405) | GET /favorites/check/:resourceType/:resourceId (social.ts:482)","路径前缀匹配: /favorites → 2 个候选"
"java","GET","/auth-api/favorite/list","/favorites/list","/favorites/list","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\favorites\web\FavoriteController.java","FavoriteController","部分迁移","prefix:/auth-api→(strip); module:favorite→favorites","GET /favorites (chat.ts:601)","路径前缀匹配: /favorites/list → 1 个候选"
"java","GET","/public-api/favorite/count","/favorites/count","/favorites/count","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\favorites\web\FavoriteController.java","FavoriteController","部分迁移","prefix:/public-api→(strip); module:favorite→favorites","GET /favorites (chat.ts:601)","路径前缀匹配: /favorites/count → 1 个候选"
"java","GET","/auth-api/favorite/member/list","/favorites/member/list","/favorites/member/list","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\favorites\web\FavoriteController.java","FavoriteController","部分迁移","prefix:/auth-api→(strip); module:favorite→favorites","GET /favorites (chat.ts:601)","路径前缀匹配: /favorites/member/list → 1 个候选"
"java","GET","/public-api/favorite/type/list","/favorites/type/list","/favorites/type/list","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\favorites\web\FavoriteController.java","FavoriteController","部分迁移","prefix:/public-api→(strip); module:favorite→favorites","GET /favorites (chat.ts:601)","路径前缀匹配: /favorites/type/list → 1 个候选"
"java","POST","/public-api/notify/stream/begin","/notify/stream/begin","/notify/stream/begin","edu service\edu service\ihui-ai-edu-live-service\src\main\java\com\yjs\cloud\learning\live\biz\tencent\web\TencentCloudLiveNotifyController.java","TencentCloudLiveNotifyController","部分迁移","prefix:/public-api→(strip)","POST /notify (rewarded-video-ad.ts:33)","路径前缀匹配: /notify/stream/begin → 1 个候选"
"java","POST","/public-api/notify/stream/end","/notify/stream/end","/notify/stream/end","edu service\edu service\ihui-ai-edu-live-service\src\main\java\com\yjs\cloud\learning\live\biz\tencent\web\TencentCloudLiveNotifyController.java","TencentCloudLiveNotifyController","部分迁移","prefix:/public-api→(strip)","POST /notify (rewarded-video-ad.ts:33)","路径前缀匹配: /notify/stream/end → 1 个候选"
"java","POST","/sso/admin/login","/auth-sso/admin/login","/auth-sso/admin/login","edu service\edu service\ihui-ai-edu-auth-service\src\main\java\com\yjs\cloud\learning\auth\biz\sso\web\SsoController.java","SsoController","缺失","prefix:/sso→/auth-sso","","无匹配: POST /auth-sso/admin/login"
"java","POST","/sso/member/login","/auth-sso/member/login","/auth-sso/member/login","edu service\edu service\ihui-ai-edu-auth-service\src\main\java\com\yjs\cloud\learning\auth\biz\sso\web\SsoController.java","SsoController","缺失","prefix:/sso→/auth-sso","","无匹配: POST /auth-sso/member/login"
"java","POST","/sso/uuid/login","/auth-sso/uuid/login","/auth-sso/uuid/login","edu service\edu service\ihui-ai-edu-auth-service\src\main\java\com\yjs\cloud\learning\auth\biz\sso\web\SsoController.java","SsoController","缺失","prefix:/sso→/auth-sso","","无匹配: POST /auth-sso/uuid/login"
"java","POST","/sso/admin/create","/auth-sso/admin/create","/auth-sso/admin/create","edu service\edu service\ihui-ai-edu-auth-service\src\main\java\com\yjs\cloud\learning\auth\biz\sso\web\SsoController.java","SsoController","缺失","prefix:/sso→/auth-sso","","无匹配: POST /auth-sso/admin/create"
"java","POST","/sso/member/create","/auth-sso/member/create","/auth-sso/member/create","edu service\edu service\ihui-ai-edu-auth-service\src\main\java\com\yjs\cloud\learning\auth\biz\sso\web\SsoController.java","SsoController","缺失","prefix:/sso→/auth-sso","","无匹配: POST /auth-sso/member/create"
"java","POST","/auth-api/comment","/comments","/comments","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\comment\web\CommentController.java","CommentController","部分迁移","prefix:/auth-api→(strip); module:comment→comments","GET /comments/:id (admin/comments.ts:99) | DELETE /comments/:id (admin/comments.ts:153) | GET /comments/:id (comments.ts:284)","路径前缀匹配: /comments → 11 个候选"
"java","DELETE","/auth-api/comment","/comments","/comments","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\comment\web\CommentController.java","CommentController","部分迁移","prefix:/auth-api→(strip); module:comment→comments","GET /comments/:id (admin/comments.ts:99) | DELETE /comments/:id (admin/comments.ts:153) | GET /comments/:id (comments.ts:284)","路径前缀匹配: /comments → 11 个候选"
"java","GET","/public-api/comment/list","/comments/list","/comments/list","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\comment\web\CommentController.java","CommentController","部分迁移","prefix:/public-api→(strip); module:comment→comments","GET /comments (admin/comments.ts:48) | GET /comments (zhs-course.ts:563)","路径前缀匹配: /comments/list → 2 个候选"
"java","GET","/public-api/comment/list/by-ids","/comments/list/by-ids","/comments/list/by-ids","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\comment\web\CommentController.java","CommentController","部分迁移","prefix:/public-api→(strip); module:comment→comments","GET /comments (admin/comments.ts:48) | GET /comments (zhs-course.ts:563)","路径前缀匹配: /comments/list/by-ids → 2 个候选"
"java","GET","/public-api/reply-comment/list/by-ids","/reply-comment/list/by-ids","/reply-comment/list/by-ids","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\comment\web\CommentController.java","CommentController","缺失","prefix:/public-api→(strip)","","无匹配: GET /reply-comment/list/by-ids"
"java","POST","/auth-api/reply/comment","/reply/comment","/reply/comment","edu service\edu service\ihui-ai-edu-behavior-service\src\main\java\com\yjs\cloud\learning\behavior\biz\comment\web\CommentController.java","CommentController","缺失","prefix:/auth-api→(strip)","","无匹配: POST /reply/comment"
