category,old_table,new_table,old_source,new_file,match_type,normalized_old,normalized_new
new,,edu_notes,,G:\IHUI-AI\packages\database\src\schema\edu-extended.ts,,note,
new,,edu_offline_records,,G:\IHUI-AI\packages\database\src\schema\edu-extended.ts,,offline_record,
new,,edu_uploaded_certs,,G:\IHUI-AI\packages\database\src\schema\edu-extended.ts,,uploaded_cert,
new,,edu_uploaded_papers,,G:\IHUI-AI\packages\database\src\schema\edu-extended.ts,,uploaded_paper,
new,,education_platform,,G:\IHUI-AI\packages\database\src\schema\education-platform.ts,,education_platform,
new,,education_sync_log,,G:\IHUI-AI\packages\database\src\schema\education-platform.ts,,education_sync_log,
new,,zhs_faq_category,,G:\IHUI-AI\packages\database\src\schema\faq.ts,,faq_category,
new,,file_shares,,G:\IHUI-AI\packages\database\src\schema\files-extra.ts,,file_share,
new,,files,,G:\IHUI-AI\packages\database\src\schema\files.ts,,file,
new,,user_points,,G:\IHUI-AI\packages\database\src\schema\gamification.ts,,user_point,
new,,point_transactions,,G:\IHUI-AI\packages\database\src\schema\gamification.ts,,transaction,
new,,levels,,G:\IHUI-AI\packages\database\src\schema\gamification.ts,,level,
new,,sign_in_rules,,G:\IHUI-AI\packages\database\src\schema\gamification.ts,,sign_in_rule,
new,,mcp_servers,,G:\IHUI-AI\packages\database\src\schema\mcp-servers.ts,,mcp_server,
new,,member_types,,G:\IHUI-AI\packages\database\src\schema\member-extended.ts,,member_type,
new,,edu_member_post_relations,,G:\IHUI-AI\packages\database\src\schema\member-extended.ts,,member_post_relation,
new,,edu_member_tag_relations,,G:\IHUI-AI\packages\database\src\schema\member-extended.ts,,member_tag_relation,
new,,edu_resource_product_relations,,G:\IHUI-AI\packages\database\src\schema\member-extended.ts,,resource_product_relation,
new,,news_tops,,G:\IHUI-AI\packages\database\src\schema\misc-extended-2.ts,,news_top,
new,,news_recommends,,G:\IHUI-AI\packages\database\src\schema\misc-extended-2.ts,,news_recommend,
new,,plaza_items,,G:\IHUI-AI\packages\database\src\schema\misc-extended.ts,,plaza_item,
new,,coze_variables,,G:\IHUI-AI\packages\database\src\schema\misc-extended.ts,,coze_variable,
new,,notifications,,G:\IHUI-AI\packages\database\src\schema\notifications.ts,,notification,
new,,messages,,G:\IHUI-AI\packages\database\src\schema\notifications.ts,,message,
new,,notification_preferences,,G:\IHUI-AI\packages\database\src\schema\notifications.ts,,notification_preference,
new,,projects,,G:\IHUI-AI\packages\database\src\schema\projects.ts,,project,
new,,project_members,,G:\IHUI-AI\packages\database\src\schema\projects.ts,,project_member,
new,,invitation_codes,,G:\IHUI-AI\packages\database\src\schema\promotions.ts,,invitation_code,
new,,activities,,G:\IHUI-AI\packages\database\src\schema\promotions.ts,,activitie,
new,,coupons,,G:\IHUI-AI\packages\database\src\schema\promotions.ts,,coupon,
new,,admin_role,,G:\IHUI-AI\packages\database\src\schema\relation-tables.ts,,admin_role,
new,,resource_tag_relations,,G:\IHUI-AI\packages\database\src\schema\resource.ts,,tag_relation,
new,,resource_downloads,,G:\IHUI-AI\packages\database\src\schema\resource.ts,,download,
new,,resource_search_logs,,G:\IHUI-AI\packages\database\src\schema\resource.ts,,search_log,
new,,site_categories,,G:\IHUI-AI\packages\database\src\schema\site-categories.ts,,site_categorie,
new,,skills,,G:\IHUI-AI\packages\database\src\schema\skills.ts,,skill,
new,,tags,,G:\IHUI-AI\packages\database\src\schema\social.ts,,tag,
new,,system_configs,,G:\IHUI-AI\packages\database\src\schema\system.ts,,system_config,
new,,integration_configs,,G:\IHUI-AI\packages\database\src\schema\system.ts,,integration_config,
new,,api_logs,,G:\IHUI-AI\packages\database\src\schema\system.ts,,api_log,
new,,system_events,,G:\IHUI-AI\packages\database\src\schema\system.ts,,system_event,
new,,stock_analyses,,G:\IHUI-AI\packages\database\src\schema\stock.ts,,stock_analyse,
new,,teams,,G:\IHUI-AI\packages\database\src\schema\teams.ts,,team,
new,,team_invitations,,G:\IHUI-AI\packages\database\src\schema\teams.ts,,team_invitation,
new,,tenant_quotas,,G:\IHUI-AI\packages\database\src\schema\tenant.ts,,tenant_quotas,
new,,user_auth_info,,G:\IHUI-AI\packages\database\src\schema\user-auth-info.ts,,user_auth_info,
new,,refresh_tokens,,G:\IHUI-AI\packages\database\src\schema\users.ts,,refresh_token,
new,,token_flows,,G:\IHUI-AI\packages\database\src\schema\wallet.ts,,token_flow,
new,,workflows,,G:\IHUI-AI\packages\database\src\schema\workflow.ts,,workflow,
new,,workflow_instances,,G:\IHUI-AI\packages\database\src\schema\workflow.ts,,workflow_instance,
new,,workflow_tasks,,G:\IHUI-AI\packages\database\src\schema\workflow.ts,,workflow_task,
new,,workflow_logs,,G:\IHUI-AI\packages\database\src\schema\workflow.ts,,workflow_log,
new,,zhs_user_model_chat,,G:\IHUI-AI\packages\database\src\schema\zhs-full.ts,,user_model_chat,
new,,zhs_course_new,,G:\IHUI-AI\packages\database\src\schema\zhs-full.ts,,course_new,
new,,zhs_course_audit,,G:\IHUI-AI\packages\database\src\schema\zhs-full.ts,,course_audit,
new,,zhs_course_pay_log,,G:\IHUI-AI\packages\database\src\schema\zhs-full.ts,,course_pay_log,
new,,zhs_course_platform_log,,G:\IHUI-AI\packages\database\src\schema\zhs-full.ts,,course_platform_log,
new,,zhs_identity_ext,,G:\IHUI-AI\packages\database\src\schema\zhs-full.ts,,identity_ext,
new,,zhs_organization_ext,,G:\IHUI-AI\packages\database\src\schema\zhs-full.ts,,organization_ext,
new,,zhs_user_comment_log,,G:\IHUI-AI\packages\database\src\schema\zhs-full.ts,,user_comment_log,
new,,zhs_user_video_log,,G:\IHUI-AI\packages\database\src\schema\zhs-full.ts,,user_video_log,
