module,legacyKey,normalizedKey,leaf,originalFirstSeg,currentRepoMatches,decision,evalReason
"system_tip","common.systemTip","system_tip","system_tip","common","","补齐","common 通用文案,当前仓库 common.* 缺少 leaf ""system_tip"",建议补迁移"
"serial_number","common.serialNumber","serial_number","serial_number","common","","补齐","common 通用文案,当前仓库 common.* 缺少 leaf ""serial_number"",建议补迁移"
"data_item","common.dataItem","data_item","data_item","common","","补齐","common 通用文案,当前仓库 common.* 缺少 leaf ""data_item"",建议补迁移"
"modify_success","common.modifySuccess","modify_success","modify_success","common","","补齐","common 通用文案,当前仓库 common.* 缺少 leaf ""modify_success"",建议补迁移"
"header_search","headerSearch","header_search","header_search","headerSearch","","废弃","命名空间根标识 ""headerSearch"" 无实际文案内容,无需迁移"
"unified_login_button","unifiedLoginButton","unified_login_button","unified_login_button","unifiedLoginButton","","废弃","命名空间根标识 ""unifiedLoginButton"" 无实际文案内容,无需迁移"
"unified_login_button","unifiedLoginButton.logoutConfirm","unified_login_button.logout_confirm","logout_confirm","unifiedLoginButton","","废弃","模块 ""unified_login_button"" 为已废弃的旧组件/功能,新项目无对应实现"
"unified_login_button","unifiedLoginButton.noPermission","unified_login_button.no_permission","no_permission","unifiedLoginButton","","废弃","模块 ""unified_login_button"" 为已废弃的旧组件/功能,新项目无对应实现"
"unified_login_button","unifiedLoginButton.redirectFail","unified_login_button.redirect_fail","redirect_fail","unifiedLoginButton","","废弃","模块 ""unified_login_button"" 为已废弃的旧组件/功能,新项目无对应实现"
"unified_login_button","unifiedLoginButton.parseFail","unified_login_button.parse_fail","parse_fail","unifiedLoginButton","","废弃","模块 ""unified_login_button"" 为已废弃的旧组件/功能,新项目无对应实现"
"logout_confirm","navbar.logoutConfirm","logout_confirm","logout_confirm","navbar","","废弃","模块 ""logout_confirm"" 为旧项目特有功能,新项目无对应实现"
"crontab","crontab","crontab","crontab","crontab","","废弃","命名空间根标识 ""crontab"" 无实际文案内容,无需迁移"
"crontab","crontab.allowedWildcards","crontab.allowed_wildcards","allowed_wildcards","crontab","","废弃","模块 ""crontab"" 为已废弃的旧组件/功能,新项目无对应实现"
"crontab","crontab.cycleFrom","crontab.cycle_from","cycle_from","crontab","","废弃","模块 ""crontab"" 为已废弃的旧组件/功能,新项目无对应实现"
"crontab","crontab.startFrom","crontab.start_from","start_from","crontab","","废弃","模块 ""crontab"" 为已废弃的旧组件/功能,新项目无对应实现"
"crontab","crontab.executeOnce","crontab.execute_once","execute_once","crontab","","废弃","模块 ""crontab"" 为已废弃的旧组件/功能,新项目无对应实现"
"crontab","crontab.everyMonth","crontab.every_month","every_month","crontab","","废弃","模块 ""crontab"" 为已废弃的旧组件/功能,新项目无对应实现"
"crontab","crontab.nearestWorkday","crontab.nearest_workday","nearest_workday","crontab","","废弃","模块 ""crontab"" 为已废弃的旧组件/功能,新项目无对应实现"
"crontab","crontab.lastDayOfMonth","crontab.last_day_of_month","last_day_of_month","crontab","","废弃","模块 ""crontab"" 为已废弃的旧组件/功能,新项目无对应实现"
"crontab","crontab.specify","crontab.specify","specify","crontab","","废弃","模块 ""crontab"" 为已废弃的旧组件/功能,新项目无对应实现"
"crontab","crontab.multipleSelection","crontab.multiple_selection","multiple_selection","crontab","","废弃","模块 ""crontab"" 为已废弃的旧组件/功能,新项目无对应实现"
"batch_export","table.batchExport","batch_export","batch_export","table","","废弃","模块 ""batch_export"" 为旧项目特有功能,新项目无对应实现"
"cancel_select","table.cancelSelect","cancel_select","cancel_select","table","","废弃","模块 ""cancel_select"" 为旧项目特有功能,新项目无对应实现"
"go_to","table.goTo","go_to","go_to","table","","废弃","模块 ""go_to"" 为旧项目特有功能,新项目无对应实现"
"page_size","table.pageSize","page_size","page_size","table","","废弃","模块 ""page_size"" 为旧项目特有功能,新项目无对应实现"
"modify_success","message.modifySuccess","modify_success","modify_success","message","","废弃","模块 ""modify_success"" 为旧项目特有功能,新项目无对应实现"
"modify_failed","message.modifyFailed","modify_failed","modify_failed","message","","废弃","模块 ""modify_failed"" 为旧项目特有功能,新项目无对应实现"
"delete_success_count","message.deleteSuccessCount","delete_success_count","delete_success_count","message","","废弃","模块 ""delete_success_count"" 为旧项目特有功能,新项目无对应实现"
"data_processing","message.dataProcessing","data_processing","data_processing","message","","废弃","模块 ""data_processing"" 为旧项目特有功能,新项目无对应实现"
"duplicate_submit","message.duplicateSubmit","duplicate_submit","duplicate_submit","message","","废弃","模块 ""duplicate_submit"" 为旧项目特有功能,新项目无对应实现"
"token_refresh_failed","message.tokenRefreshFailed","token_refresh_failed","token_refresh_failed","message","","废弃","模块 ""token_refresh_failed"" 为旧项目特有功能,新项目无对应实现"
"login_expired","message.loginExpired","login_expired","login_expired","message","","废弃","模块 ""login_expired"" 为旧项目特有功能,新项目无对应实现"
"re_login","message.reLogin","re_login","re_login","message","","废弃","模块 ""re_login"" 为旧项目特有功能,新项目无对应实现"
"download_error","message.downloadError","download_error","download_error","message","","废弃","模块 ""download_error"" 为旧项目特有功能,新项目无对应实现"
"table_column","tableColumn","table_column","table_column","tableColumn","","废弃","命名空间根标识 ""tableColumn"" 无实际文案内容,无需迁移"
"table_column","tableColumn.id","table_column.id","id","tableColumn","models.billing.transactions.id | models.chats.table.id | aiWorld.admin.sites.table.id","废弃","模块 ""table_column"" 为已废弃的旧组件/功能,新项目无对应实现"
"batch_export","button.batchExport","batch_export","batch_export","button","","废弃","模块 ""batch_export"" 为旧项目特有功能,新项目无对应实现"
"cancel_select","button.cancelSelect","cancel_select","cancel_select","button","","废弃","模块 ""cancel_select"" 为旧项目特有功能,新项目无对应实现"
"query","query.searchParams","query.search_params","search_params","query","","废弃","模块 ""query"" 为已废弃的旧组件/功能,新项目无对应实现"
"query","query.searchButton","query.search_button","search_button","query","","废弃","模块 ""query"" 为已废弃的旧组件/功能,新项目无对应实现"
"query","query.resetButton","query.reset_button","reset_button","query","","废弃","模块 ""query"" 为已废弃的旧组件/功能,新项目无对应实现"
"query","query.deleteButton","query.delete_button","delete_button","query","","废弃","模块 ""query"" 为已废弃的旧组件/功能,新项目无对应实现"
"data","data.nonMultiple","data.non_multiple","non_multiple","data","","废弃","模块 ""data"" 为已废弃的旧组件/功能,新项目无对应实现"
"data","data.showDialog","data.show_dialog","show_dialog","data","","废弃","模块 ""data"" 为已废弃的旧组件/功能,新项目无对应实现"
"validation_message","validationMessage","validation_message","validation_message","validationMessage","","废弃","命名空间根标识 ""validationMessage"" 无实际文案内容,无需迁移"
"validation_message","validationMessage.lengthBetween","validation_message.length_between","length_between","validationMessage","","废弃","模块 ""validation_message"" 为已废弃的旧组件/功能,新项目无对应实现"
"validation_message","validationMessage.invalidFormat","validation_message.invalid_format","invalid_format","validationMessage","","废弃","模块 ""validation_message"" 为已废弃的旧组件/功能,新项目无对应实现"
"auth_user","authUser","auth_user","auth_user","authUser","","废弃","命名空间根标识 ""authUser"" 无实际文案内容,无需迁移"
"auth_user","authUser.inputNickname","auth_user.input_nickname","input_nickname","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.inputParentId","auth_user.input_parent_id","input_parent_id","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.uuid","auth_user.uuid","uuid","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.vipLevel","auth_user.vip_level","vip_level","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.addUserCenter","auth_user.add_user_center","add_user_center","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.editUserCenter","auth_user.edit_user_center","edit_user_center","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.passwordHash","auth_user.password_hash","password_hash","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.inputPasswordHash","auth_user.input_password_hash","input_password_hash","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.passwordSalt","auth_user.password_salt","password_salt","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.inputPasswordSalt","auth_user.input_password_salt","input_password_salt","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.passwordSaltRequired","auth_user.password_salt_required","password_salt_required","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.inputAvatar","auth_user.input_avatar","input_avatar","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.inputGender","auth_user.input_gender","input_gender","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.selectBirthday","auth_user.select_birthday","select_birthday","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.inputInviteCode","auth_user.input_invite_code","input_invite_code","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.selectIdentityType","auth_user.select_identity_type","select_identity_type","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.identityCommoner","auth_user.identity_commoner","identity_commoner","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.identityNoble","auth_user.identity_noble","identity_noble","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.identityRoyal","auth_user.identity_royal","identity_royal","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.identityMinistry","auth_user.identity_ministry","identity_ministry","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.tokenQuantityRequired","auth_user.token_quantity_required","token_quantity_required","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.editIdentity","auth_user.edit_identity","edit_identity","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.assignUser","auth_user.assign_user","assign_user","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.assignUserSuccess","auth_user.assign_user_success","assign_user_success","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.assignUserFailed","auth_user.assign_user_failed","assign_user_failed","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.pleaseSelectUser","auth_user.please_select_user","please_select_user","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_user","authUser.confirmDeleteUserCenter","auth_user.confirm_delete_user_center","confirm_delete_user_center","authUser","","废弃","模块 ""auth_user"" 为旧项目特有功能,新项目无对应实现"
"auth_role","authRole.inputUserId","auth_role.input_user_id","input_user_id","authRole","","废弃","模块 ""auth_role"" 为旧项目特有功能,新项目无对应实现"
"auth_role","authRole.inputRoleId","auth_role.input_role_id","input_role_id","authRole","","废弃","模块 ""auth_role"" 为旧项目特有功能,新项目无对应实现"
"auth_role","authRole.addAuthRole","auth_role.add_auth_role","add_auth_role","authRole","","废弃","模块 ""auth_role"" 为旧项目特有功能,新项目无对应实现"
"auth_role","authRole.editAuthRole","auth_role.edit_auth_role","edit_auth_role","authRole","","废弃","模块 ""auth_role"" 为旧项目特有功能,新项目无对应实现"
"auth_role","authRole.confirmDeleteAuthRole","auth_role.confirm_delete_auth_role","confirm_delete_auth_role","authRole","","废弃","模块 ""auth_role"" 为旧项目特有功能,新项目无对应实现"
"auth_role","authRole.roleInfo","auth_role.role_info","role_info","authRole","","废弃","模块 ""auth_role"" 为旧项目特有功能,新项目无对应实现"
"auth_role","authRole.roleKey","auth_role.role_key","role_key","authRole","","废弃","模块 ""auth_role"" 为旧项目特有功能,新项目无对应实现"
"auth_role","authRole.authSuccess","auth_role.auth_success","auth_success","authRole","","废弃","模块 ""auth_role"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken","auth_token","auth_token","authToken","","废弃","命名空间根标识 ""authToken"" 无实际文案内容,无需迁移"
"auth_token","authToken.inputUserUuid","auth_token.input_user_uuid","input_user_uuid","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.inputToken","auth_token.input_token","input_token","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.inputRefreshToken","auth_token.input_refresh_token","input_refresh_token","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.tokenType","auth_token.token_type","token_type","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.selectExpiresAt","auth_token.select_expires_at","select_expires_at","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.refreshExpiresAt","auth_token.refresh_expires_at","refresh_expires_at","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.selectRefreshExpiresAt","auth_token.select_refresh_expires_at","select_refresh_expires_at","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.tokenRequired","auth_token.token_required","token_required","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.refreshTokenRequired","auth_token.refresh_token_required","refresh_token_required","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.expiresAtRequired","auth_token.expires_at_required","expires_at_required","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.refreshExpiresAtRequired","auth_token.refresh_expires_at_required","refresh_expires_at_required","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.addAuthToken","auth_token.add_auth_token","add_auth_token","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.editAuthToken","auth_token.edit_auth_token","edit_auth_token","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"auth_token","authToken.confirmDeleteAuthToken","auth_token.confirm_delete_auth_token","confirm_delete_auth_token","authToken","","废弃","模块 ""auth_token"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.inputUserUuid","login_log.input_user_uuid","input_user_uuid","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.inputPlatform","login_log.input_platform","input_platform","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.inputLocation","login_log.input_location","input_location","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.selectLoginTime","login_log.select_login_time","select_login_time","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.loginType","login_log.login_type","login_type","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.ip","login_log.ip","ip","loginLog","admin.logs.ip | adminAuthVeriCode.ip | apiService.logs.ip","重写已迁移","leaf ""ip"" 已在当前仓库其他模块下用新 key 实现,无需补迁移"
"login_log","loginLog.inputIp","login_log.input_ip","input_ip","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.inputUserAgent","login_log.input_user_agent","input_user_agent","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.inputMessage","login_log.input_message","input_message","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.loginTypeRequired","login_log.login_type_required","login_type_required","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.addLoginLog","login_log.add_login_log","add_login_log","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.editLoginLog","login_log.edit_login_log","edit_login_log","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"login_log","loginLog.confirmDeleteLoginLog","login_log.confirm_delete_login_log","confirm_delete_login_log","loginLog","","废弃","模块 ""login_log"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole","user_role","user_role","userRole","","废弃","命名空间根标识 ""userRole"" 无实际文案内容,无需迁移"
"user_role","userRole.roleCode","user_role.role_code","role_code","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.inputRoleCode","user_role.input_role_code","input_role_code","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.inputDescription","user_role.input_description","input_description","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.deptCode","user_role.dept_code","dept_code","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.inputDeptCode","user_role.input_dept_code","input_dept_code","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.parentCode","user_role.parent_code","parent_code","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.inputParentCode","user_role.input_parent_code","input_parent_code","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.inputWeight","user_role.input_weight","input_weight","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.roleCodeRequired","user_role.role_code_required","role_code_required","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.addUserRole","user_role.add_user_role","add_user_role","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.editUserRole","user_role.edit_user_role","edit_user_role","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_role","userRole.confirmDeleteUserRole","user_role.confirm_delete_user_role","confirm_delete_user_role","userRole","","废弃","模块 ""user_role"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept","user_dept","user_dept","userDept","","废弃","命名空间根标识 ""userDept"" 无实际文案内容,无需迁移"
"user_dept","userDept.deptCode","user_dept.dept_code","dept_code","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.inputDeptCode","user_dept.input_dept_code","input_dept_code","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.parentCode","user_dept.parent_code","parent_code","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.inputParentCode","user_dept.input_parent_code","input_parent_code","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.corporateId","user_dept.corporate_id","corporate_id","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.inputCorporateId","user_dept.input_corporate_id","input_corporate_id","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.inputWeight","user_dept.input_weight","input_weight","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.inputCreator","user_dept.input_creator","input_creator","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.deptCodeRequired","user_dept.dept_code_required","dept_code_required","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.parentCodeRequired","user_dept.parent_code_required","parent_code_required","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.corporateIdRequired","user_dept.corporate_id_required","corporate_id_required","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.creatorRequired","user_dept.creator_required","creator_required","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.addUserDept","user_dept.add_user_dept","add_user_dept","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.editUserDept","user_dept.edit_user_dept","edit_user_dept","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"user_dept","userDept.confirmDeleteUserDept","user_dept.confirm_delete_user_dept","confirm_delete_user_dept","userDept","","废弃","模块 ""user_dept"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel","auth_vip_level","auth_vip_level","authVipLevel","","废弃","命名空间根标识 ""authVipLevel"" 无实际文案内容,无需迁移"
"auth_vip_level","authVipLevel.inputTitle","auth_vip_level.input_title","input_title","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.inputLevel","auth_vip_level.input_level","input_level","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.inputRemark","auth_vip_level.input_remark","input_remark","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.inputProgress","auth_vip_level.input_progress","input_progress","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.model1","auth_vip_level.model1","model1","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.inputModel1","auth_vip_level.input_model1","input_model1","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.model2","auth_vip_level.model2","model2","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.inputModel2","auth_vip_level.input_model2","input_model2","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.inputCreator","auth_vip_level.input_creator","input_creator","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.addAuthVipLevel","auth_vip_level.add_auth_vip_level","add_auth_vip_level","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.editAuthVipLevel","auth_vip_level.edit_auth_vip_level","edit_auth_vip_level","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_vip_level","authVipLevel.confirmDeleteAuthVipLevel","auth_vip_level.confirm_delete_auth_vip_level","confirm_delete_auth_vip_level","authVipLevel","","废弃","模块 ""auth_vip_level"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode","auth_veri_code","auth_veri_code","authVeriCode","","废弃","命名空间根标识 ""authVeriCode"" 无实际文案内容,无需迁移"
"auth_veri_code","authVeriCode.inputUserId","auth_veri_code.input_user_id","input_user_id","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.inputPhone","auth_veri_code.input_phone","input_phone","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.inputCode","auth_veri_code.input_code","input_code","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.inputType","auth_veri_code.input_type","input_type","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.inputPlatform","auth_veri_code.input_platform","input_platform","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.ip","auth_veri_code.ip","ip","authVeriCode","admin.logs.ip | adminAuthVeriCode.ip | apiService.logs.ip","重写已迁移","leaf ""ip"" 已在当前仓库其他模块下用新 key 实现,无需补迁移"
"auth_veri_code","authVeriCode.inputIp","auth_veri_code.input_ip","input_ip","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.inputUsed","auth_veri_code.input_used","input_used","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.selectExpiresAt","auth_veri_code.select_expires_at","select_expires_at","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.selectUsedAt","auth_veri_code.select_used_at","select_used_at","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.expiresAtRequired","auth_veri_code.expires_at_required","expires_at_required","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.addAuthVeriCode","auth_veri_code.add_auth_veri_code","add_auth_veri_code","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.editAuthVeriCode","auth_veri_code.edit_auth_veri_code","edit_auth_veri_code","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_veri_code","authVeriCode.confirmDeleteAuthVeriCode","auth_veri_code.confirm_delete_auth_veri_code","confirm_delete_auth_veri_code","authVeriCode","","废弃","模块 ""auth_veri_code"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount","auth_account","auth_account","authAccount","","废弃","命名空间根标识 ""authAccount"" 无实际文案内容,无需迁移"
"auth_account","authAccount.inputUserUuid","auth_account.input_user_uuid","input_user_uuid","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.inputPlatform","auth_account.input_platform","input_platform","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.inputOpenId","auth_account.input_open_id","input_open_id","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.inputPlatformName","auth_account.input_platform_name","input_platform_name","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.inputNickname","auth_account.input_nickname","input_nickname","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.inputAccessToken","auth_account.input_access_token","input_access_token","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.inputRefreshToken","auth_account.input_refresh_token","input_refresh_token","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.selectExpiresAt","auth_account.select_expires_at","select_expires_at","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.inputAvatar","auth_account.input_avatar","input_avatar","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.selectBindTime","auth_account.select_bind_time","select_bind_time","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
"auth_account","authAccount.platformRequired","auth_account.platform_required","platform_required","authAccount","","废弃","模块 ""auth_account"" 为旧项目特有功能,新项目无对应实现"
