module,legacyKey,normalizedKey,leaf,originalFirstSeg,currentRepoMatches,decision,evalReason
"agent_withdrawal_detail","agentWithdrawalDetail.withdrawalTimeRange","agent_withdrawal_detail.withdrawal_time_range","withdrawal_time_range","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.reviewer","agent_withdrawal_detail.reviewer","reviewer","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputReviewer","agent_withdrawal_detail.input_reviewer","input_reviewer","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.reviewerTimeRange","agent_withdrawal_detail.reviewer_time_range","reviewer_time_range","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.reviewStatus","agent_withdrawal_detail.review_status","review_status","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.selectWithdrawalStatus","agent_withdrawal_detail.select_withdrawal_status","select_withdrawal_status","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.statusWithdrawn","agent_withdrawal_detail.status_withdrawn","status_withdrawn","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.statusReceived","agent_withdrawal_detail.status_received","status_received","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.withdrawalCreateTime","agent_withdrawal_detail.withdrawal_create_time","withdrawal_create_time","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.withdrawalAmountYuan","agent_withdrawal_detail.withdrawal_amount_yuan","withdrawal_amount_yuan","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.withdrawalType","agent_withdrawal_detail.withdrawal_type","withdrawal_type","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.typeWechat","agent_withdrawal_detail.type_wechat","type_wechat","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.typeAlipay","agent_withdrawal_detail.type_alipay","type_alipay","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.reviewerTime","agent_withdrawal_detail.reviewer_time","reviewer_time","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.review","agent_withdrawal_detail.review","review","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.trace","agent_withdrawal_detail.trace","trace","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.reviewDialogTitle","agent_withdrawal_detail.review_dialog_title","review_dialog_title","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.userOpenId","agent_withdrawal_detail.user_open_id","user_open_id","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.initiateTime","agent_withdrawal_detail.initiate_time","initiate_time","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.applyAmount","agent_withdrawal_detail.apply_amount","apply_amount","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.notes","agent_withdrawal_detail.notes","notes","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputNotes","agent_withdrawal_detail.input_notes","input_notes","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.withdrawalRecord","agent_withdrawal_detail.withdrawal_record","withdrawal_record","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.return","agent_withdrawal_detail.return","return","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.traceTitle","agent_withdrawal_detail.trace_title","trace_title","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.orderCreateTime","agent_withdrawal_detail.order_create_time","order_create_time","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.orderSettleTime","agent_withdrawal_detail.order_settle_time","order_settle_time","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.agentPrice","agent_withdrawal_detail.agent_price","agent_price","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.orderDuration","agent_withdrawal_detail.order_duration","order_duration","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.orderOriginalPrice","agent_withdrawal_detail.order_original_price","order_original_price","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.orderRealPrice","agent_withdrawal_detail.order_real_price","order_real_price","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.buyerName","agent_withdrawal_detail.buyer_name","buyer_name","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.issueNo","agent_withdrawal_detail.issue_no","issue_no","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.confirmApprove","agent_withdrawal_detail.confirm_approve","confirm_approve","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.confirmReject","agent_withdrawal_detail.confirm_reject","confirm_reject","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputUserId","agent_withdrawal_detail.input_user_id","input_user_id","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.initiateAt","agent_withdrawal_detail.initiate_at","initiate_at","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputInitiateAt","agent_withdrawal_detail.input_initiate_at","input_initiate_at","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.reviewerId","agent_withdrawal_detail.reviewer_id","reviewer_id","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputReviewerId","agent_withdrawal_detail.input_reviewer_id","input_reviewer_id","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.reviewerTimeLabel","agent_withdrawal_detail.reviewer_time_label","reviewer_time_label","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputReviewerTime","agent_withdrawal_detail.input_reviewer_time","input_reviewer_time","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.outBillNo","agent_withdrawal_detail.out_bill_no","out_bill_no","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputOutBillNo","agent_withdrawal_detail.input_out_bill_no","input_out_bill_no","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputUserName","agent_withdrawal_detail.input_user_name","input_user_name","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputAmount","agent_withdrawal_detail.input_amount","input_amount","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.wechatMsg","agent_withdrawal_detail.wechat_msg","wechat_msg","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.approvalRemark","agent_withdrawal_detail.approval_remark","approval_remark","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputApprovalRemark","agent_withdrawal_detail.input_approval_remark","input_approval_remark","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.approvalPass","agent_withdrawal_detail.approval_pass","approval_pass","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.approvalReject","agent_withdrawal_detail.approval_reject","approval_reject","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.approvalPassSuccess","agent_withdrawal_detail.approval_pass_success","approval_pass_success","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.approvalRejectSuccess","agent_withdrawal_detail.approval_reject_success","approval_reject_success","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.orderIds","agent_withdrawal_detail.order_ids","order_ids","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputOrderIds","agent_withdrawal_detail.input_order_ids","input_order_ids","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputOpenId","agent_withdrawal_detail.input_open_id","input_open_id","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.developerIndex","agent_withdrawal_detail.developer_index","developer_index","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.actualAmount","agent_withdrawal_detail.actual_amount","actual_amount","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.maxAmount","agent_withdrawal_detail.max_amount","max_amount","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.arrivalTimeRange","agent_withdrawal_detail.arrival_time_range","arrival_time_range","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.isSuccess","agent_withdrawal_detail.is_success","is_success","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.statusFailure","agent_withdrawal_detail.status_failure","status_failure","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.statusDash","agent_withdrawal_detail.status_dash","status_dash","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.withdrawalBatchNo","agent_withdrawal_detail.withdrawal_batch_no","withdrawal_batch_no","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"agent_withdrawal_detail","agentWithdrawalDetail.inputWithdrawalBatchNo","agent_withdrawal_detail.input_withdrawal_batch_no","input_withdrawal_batch_no","agentWithdrawalDetail","","废弃","模块 ""agent_withdrawal_detail"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip","user_vip","user_vip","userVip","","废弃","命名空间根标识 ""userVip"" 无实际文案内容,无需迁移"
"user_vip","userVip.id","user_vip.id","id","userVip","models.billing.transactions.id | models.chats.table.id | aiWorld.admin.sites.table.id","重写已迁移","leaf ""id"" 已在当前仓库其他模块下用新 key 实现,无需补迁移"
"user_vip","userVip.inputUserId","user_vip.input_user_id","input_user_id","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.inputOpenId","user_vip.input_open_id","input_open_id","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.openIdRequired","user_vip.open_id_required","open_id_required","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.vipId","user_vip.vip_id","vip_id","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.inputVipId","user_vip.input_vip_id","input_vip_id","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.vipIdRequired","user_vip.vip_id_required","vip_id_required","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.inputProgress","user_vip.input_progress","input_progress","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.progressRequired","user_vip.progress_required","progress_required","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.inputCreator","user_vip.input_creator","input_creator","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.createdTime","user_vip.created_time","created_time","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.selectCreatedTime","user_vip.select_created_time","select_created_time","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"user_vip","userVip.modifySuccess","user_vip.modify_success","modify_success","userVip","","废弃","模块 ""user_vip"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms","batch_sms","batch_sms","batchSms","","废弃","命名空间根标识 ""batchSms"" 无实际文案内容,无需迁移"
"batch_sms","batchSms.phones","batch_sms.phones","phones","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.inputPhones","batch_sms.input_phones","input_phones","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.inputTitle","batch_sms.input_title","input_title","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.titleMax","batch_sms.title_max","title_max","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.inputModelName","batch_sms.input_model_name","input_model_name","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.modelNameMax","batch_sms.model_name_max","model_name_max","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.sendSms","batch_sms.send_sms","send_sms","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.sendSuccessPrefix","batch_sms.send_success_prefix","send_success_prefix","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.sendSuccessSuffix","batch_sms.send_success_suffix","send_success_suffix","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.bizId","batch_sms.biz_id","biz_id","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.requestId","batch_sms.request_id","request_id","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.sendTime","batch_sms.send_time","send_time","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.sendSuccessToast","batch_sms.send_success_toast","send_success_toast","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.sendSuccessMock","batch_sms.send_success_mock","send_success_mock","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"batch_sms","batchSms.sendFailFallback","batch_sms.send_fail_fallback","send_fail_fallback","batchSms","","废弃","模块 ""batch_sms"" 为旧项目特有功能,新项目无对应实现"
"examine","examine","examine","examine","examine","","废弃","命名空间根标识 ""examine"" 无实际文案内容,无需迁移"
"examine","examine.inputAgentId","examine.input_agent_id","input_agent_id","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputAgentName","examine.input_agent_name","input_agent_name","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentAvatar","examine.agent_avatar","agent_avatar","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputAgentAvatar","examine.input_agent_avatar","input_agent_avatar","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.categoryId","examine.category_id","category_id","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputCategoryId","examine.input_category_id","input_category_id","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.selectStartTime","examine.select_start_time","select_start_time","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.startUser","examine.start_user","start_user","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputStartUser","examine.input_start_user","input_start_user","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.startPhone","examine.start_phone","start_phone","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputStartPhone","examine.input_start_phone","input_start_phone","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.startName","examine.start_name","start_name","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputStartName","examine.input_start_name","input_start_name","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.examineUser","examine.examine_user","examine_user","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputExamineUser","examine.input_examine_user","input_examine_user","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.examineUserId","examine.examine_user_id","examine_user_id","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputExamineUserId","examine.input_examine_user_id","input_examine_user_id","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.selectExamineTime","examine.select_examine_time","select_examine_time","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputDesc","examine.input_desc","input_desc","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputFollow","examine.input_follow","input_follow","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.prologue","examine.prologue","prologue","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputPrologue","examine.input_prologue","input_prologue","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.statusPendingSubmit","examine.status_pending_submit","status_pending_submit","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.modifySuccess","examine.modify_success","modify_success","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentDesc","examine.agent_desc","agent_desc","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputAgentDesc","examine.input_agent_desc","input_agent_desc","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentIcon","examine.agent_icon","agent_icon","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputAgentIcon","examine.input_agent_icon","input_agent_icon","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentCategory","examine.agent_category","agent_category","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputAgentCategory","examine.input_agent_category","input_agent_category","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentTags","examine.agent_tags","agent_tags","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputAgentTags","examine.input_agent_tags","input_agent_tags","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.reviewStatus","examine.review_status","review_status","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.selectReviewStatus","examine.select_review_status","select_review_status","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.reviewStatusRequired","examine.review_status_required","review_status_required","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.reviewOpinion","examine.review_opinion","review_opinion","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputReviewOpinion","examine.input_review_opinion","input_review_opinion","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.reviewOpinionRequired","examine.review_opinion_required","review_opinion_required","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentSeqNo","examine.agent_seq_no","agent_seq_no","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentImage","examine.agent_image","agent_image","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentType","examine.agent_type","agent_type","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentCreateTime","examine.agent_create_time","agent_create_time","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentSaleType","examine.agent_sale_type","agent_sale_type","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentPrice","examine.agent_price","agent_price","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentFreeTimeEnd","examine.agent_free_time_end","agent_free_time_end","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentDiscount","examine.agent_discount","agent_discount","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentTargetGroup","examine.agent_target_group","agent_target_group","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.developerName","examine.developer_name","developer_name","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.pleaseReview","examine.please_review","please_review","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputRemark","examine.input_remark","input_remark","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.pass","examine.pass","pass","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.approvalPassSuccess","examine.approval_pass_success","approval_pass_success","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.approvalRejectSuccess","examine.approval_reject_success","approval_reject_success","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputContent","examine.input_content","input_content","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentSaleMethod","examine.agent_sale_method","agent_sale_method","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputAgentSaleMethod","examine.input_agent_sale_method","input_agent_sale_method","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.agentFaceGroup","examine.agent_face_group","agent_face_group","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.reviewer","examine.reviewer","reviewer","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.inputReviewer","examine.input_reviewer","input_reviewer","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.demandSeqNo","examine.demand_seq_no","demand_seq_no","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.demandQrCode","examine.demand_qr_code","demand_qr_code","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
"examine","examine.demandPublisherName","examine.demand_publisher_name","demand_publisher_name","examine","","废弃","模块 ""examine"" 为旧项目特有功能,新项目无对应实现"
