source,legacyKey,normalizedKey,sourceFiles,status,matchedKeys,reason
"new","","exam.pass_score","","无需迁移","exam.passScore","当前仓库新增 key(无 D 盘对应)"
"new","","exam.start_exam","","无需迁移","exam.startExam","当前仓库新增 key(无 D 盘对应)"
"new","","exam.score","","无需迁移","exam.score","当前仓库新增 key(无 D 盘对应)"
"new","","exam.passed","","无需迁移","exam.passed","当前仓库新增 key(无 D 盘对应)"
"new","","exam.correct","","无需迁移","exam.correct","当前仓库新增 key(无 D 盘对应)"
"new","","exam.incorrect","","无需迁移","exam.incorrect","当前仓库新增 key(无 D 盘对应)"
"new","","exam.time_up","","无需迁移","exam.timeUp","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.stats_total","","无需迁移","exam.wrongQuestions.statsTotal","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.stats_unresolved","","无需迁移","exam.wrongQuestions.statsUnresolved","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.stats_resolved","","无需迁移","exam.wrongQuestions.statsResolved","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.filter_all","","无需迁移","exam.wrongQuestions.filterAll","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.filter_unresolved","","无需迁移","exam.wrongQuestions.filterUnresolved","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.filter_resolved","","无需迁移","exam.wrongQuestions.filterResolved","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.exam_id_placeholder","","无需迁移","exam.wrongQuestions.examIdPlaceholder","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.col_question","","无需迁移","exam.wrongQuestions.colQuestion","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.col_source","","无需迁移","exam.wrongQuestions.colSource","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.col_time","","无需迁移","exam.wrongQuestions.colTime","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.col_status","","无需迁移","exam.wrongQuestions.colStatus","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.col_actions","","无需迁移","exam.wrongQuestions.colActions","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.mark_as_resolved","","无需迁移","exam.wrongQuestions.markAsResolved","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.mark_success","","无需迁移","exam.wrongQuestions.markSuccess","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.empty","","无需迁移","exam.wrongQuestions.empty","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.prev","","无需迁移","exam.wrongQuestions.prev","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.next","","无需迁移","exam.wrongQuestions.next","当前仓库新增 key(无 D 盘对应)"
"new","","exam.wrong_questions.page_info","","无需迁移","exam.wrongQuestions.pageInfo","当前仓库新增 key(无 D 盘对应)"
"new","","circles.empty","","无需迁移","circles.empty","当前仓库新增 key(无 D 盘对应)"
"new","","circles.member_count","","无需迁移","circles.memberCount","当前仓库新增 key(无 D 盘对应)"
"new","","circles.post_count","","无需迁移","circles.postCount","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.circles_tab","","无需迁移","plaza.circlesTab","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.asks_tab","","无需迁移","plaza.asksTab","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.view_all_circles","","无需迁移","plaza.viewAllCircles","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.view_all_asks","","无需迁移","plaza.viewAllAsks","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.anonymous","","无需迁移","plaza.anonymous","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.publish_need","","无需迁移","plaza.publishNeed","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.publish","","无需迁移","plaza.publish","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.all","","无需迁移","plaza.all","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.type1","","无需迁移","plaza.type1","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.type2","","无需迁移","plaza.type2","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.type3","","无需迁移","plaza.type3","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.ongoing","","无需迁移","plaza.ongoing","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.completed","","无需迁移","plaza.completed","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.my_needs","","无需迁移","plaza.myNeeds","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.search_placeholder","","无需迁移","plaza.searchPlaceholder","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.publish_first","","无需迁移","plaza.publishFirst","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.create_new","","无需迁移","plaza.createNew","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.select_type","","无需迁移","plaza.selectType","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.select_category","","无需迁移","plaza.selectCategory","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.submitting","","无需迁移","plaza.submitting","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.types.development","","无需迁移","plaza.types.development","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.types.design","","无需迁移","plaza.types.design","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.types.business","","无需迁移","plaza.types.business","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.form.title_placeholder","","无需迁移","plaza.form.titlePlaceholder","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.form.description_placeholder","","无需迁移","plaza.form.descriptionPlaceholder","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.ai_need_plaza","","无需迁移","plaza.aiNeedPlaza","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.need_title","","无需迁移","plaza.needTitle","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.need_type","","无需迁移","plaza.needType","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.need_category","","无需迁移","plaza.needCategory","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.need_description","","无需迁移","plaza.needDescription","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.ai_chat","","无需迁移","plaza.aiChat","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.ai_drawing","","无需迁移","plaza.aiDrawing","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.ai_video","","无需迁移","plaza.aiVideo","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.ai_writing","","无需迁移","plaza.aiWriting","当前仓库新增 key(无 D 盘对应)"
"new","","plaza.ai_coding","","无需迁移","plaza.aiCoding","当前仓库新增 key(无 D 盘对应)"
"new","","vip.empty","","无需迁移","vip.empty","当前仓库新增 key(无 D 盘对应)"
"new","","vip.popular","","无需迁移","vip.popular","当前仓库新增 key(无 D 盘对应)"
"new","","vip.per_month","","无需迁移","vip.perMonth","当前仓库新增 key(无 D 盘对应)"
"new","","vip.per_year","","无需迁移","vip.perYear","当前仓库新增 key(无 D 盘对应)"
"new","","vip.subscribe","","无需迁移","vip.subscribe","当前仓库新增 key(无 D 盘对应)"
"new","","vip.start_free","","无需迁移","vip.startFree","当前仓库新增 key(无 D 盘对应)"
"new","","vip.faq_hint","","无需迁移","vip.faqHint","当前仓库新增 key(无 D 盘对应)"
"new","","vip.details","","无需迁移","vip.details","当前仓库新增 key(无 D 盘对应)"
"new","","vip.trader","","无需迁移","vip.trader","当前仓库新增 key(无 D 盘对应)"
"new","","vip.monthly","","无需迁移","vip.monthly","当前仓库新增 key(无 D 盘对应)"
"new","","vip.yearly","","无需迁移","vip.yearly","当前仓库新增 key(无 D 盘对应)"
"new","","vip.trader_plan","","无需迁移","vip.traderPlan","当前仓库新增 key(无 D 盘对应)"
"new","","vip.current_level","","无需迁移","vip.currentLevel","当前仓库新增 key(无 D 盘对应)"
"new","","vip.expired","","无需迁移","vip.expired","当前仓库新增 key(无 D 盘对应)"
"new","","vip.active","","无需迁移","vip.active","当前仓库新增 key(无 D 盘对应)"
"new","","vip.expire_at","","无需迁移","vip.expireAt","当前仓库新增 key(无 D 盘对应)"
"new","","vip.benefits","","无需迁移","vip.benefits","当前仓库新增 key(无 D 盘对应)"
"new","","vip.purchase_success","","无需迁移","vip.purchaseSuccess","当前仓库新增 key(无 D 盘对应)"
"new","","vip.purchase_fail","","无需迁移","vip.purchaseFail","当前仓库新增 key(无 D 盘对应)"
"new","","vip.my_vip","","无需迁移","vip.myVip","当前仓库新增 key(无 D 盘对应)"
"new","","vip.upgrade_now","","无需迁移","vip.upgradeNow","当前仓库新增 key(无 D 盘对应)"
"new","","vip.renew_now","","无需迁移","vip.renewNow","当前仓库新增 key(无 D 盘对应)"
"new","","vip.not_vip","","无需迁移","vip.notVip","当前仓库新增 key(无 D 盘对应)"
"new","","vip.choose_plan","","无需迁移","vip.choosePlan","当前仓库新增 key(无 D 盘对应)"
"new","","vip.duration_days","","无需迁移","vip.durationDays","当前仓库新增 key(无 D 盘对应)"
"new","","vip.features_title","","无需迁移","vip.featuresTitle","当前仓库新增 key(无 D 盘对应)"
"new","","vip.buy_button","","无需迁移","vip.buyButton","当前仓库新增 key(无 D 盘对应)"
"new","","vip.purchase_title","","无需迁移","vip.purchaseTitle","当前仓库新增 key(无 D 盘对应)"
"new","","vip.purchase_desc","","无需迁移","vip.purchaseDesc","当前仓库新增 key(无 D 盘对应)"
"new","","vip.confirm_payment","","无需迁移","vip.confirmPayment","当前仓库新增 key(无 D 盘对应)"
"new","","vip.purchase_failed","","无需迁移","vip.purchaseFailed","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment_success","","无需迁移","vip.paymentSuccess","当前仓库新增 key(无 D 盘对应)"
"new","","vip.use_qr_code","","无需迁移","vip.useQrCode","当前仓库新增 key(无 D 盘对应)"
"new","","vip.stats.active_users","","无需迁移","vip.stats.activeUsers","当前仓库新增 key(无 D 盘对应)"
"new","","vip.stats.ai_features","","无需迁移","vip.stats.aiFeatures","当前仓库新增 key(无 D 盘对应)"
"new","","vip.stats.satisfaction","","无需迁移","vip.stats.satisfaction","当前仓库新增 key(无 D 盘对应)"
"new","","vip.hero.stats.ai_tools","","无需迁移","vip.hero.stats.aiTools","当前仓库新增 key(无 D 盘对应)"
"new","","vip.hero.stats.customer_service","","无需迁移","vip.hero.stats.customerService","当前仓库新增 key(无 D 盘对应)"
"new","","vip.hero.stats.unlimited","","无需迁移","vip.hero.stats.unlimited","当前仓库新增 key(无 D 盘对应)"
"new","","vip.card.vip_member","","无需迁移","vip.card.vipMember","当前仓库新增 key(无 D 盘对应)"
"new","","vip.card.member_name","","无需迁移","vip.card.memberName","当前仓库新增 key(无 D 盘对应)"
"new","","vip.card.diamond_member","","无需迁移","vip.card.diamondMember","当前仓库新增 key(无 D 盘对应)"
"new","","vip.card.benefits.unlimited_chat","","无需迁移","vip.card.benefits.unlimitedChat","当前仓库新增 key(无 D 盘对应)"
"new","","vip.card.benefits.exclusive_model","","无需迁移","vip.card.benefits.exclusiveModel","当前仓库新增 key(无 D 盘对应)"
"new","","vip.card.benefits.priority_support","","无需迁移","vip.card.benefits.prioritySupport","当前仓库新增 key(无 D 盘对应)"
"new","","vip.pricing.billing.monthly","","无需迁移","vip.pricing.billing.monthly","当前仓库新增 key(无 D 盘对应)"
"new","","vip.pricing.billing.yearly","","无需迁移","vip.pricing.billing.yearly","当前仓库新增 key(无 D 盘对应)"
"new","","vip.pricing.discount.yearly_discount","","无需迁移","vip.pricing.discount.yearlyDiscount","当前仓库新增 key(无 D 盘对应)"
"new","","vip.pricing.discount.original_price","","无需迁移","vip.pricing.discount.originalPrice","当前仓库新增 key(无 D 盘对应)"
"new","","vip.pricing.plans.upgrade","","无需迁移","vip.pricing.plans.upgrade","当前仓库新增 key(无 D 盘对应)"
"new","","vip.pricing.plans.subscribe","","无需迁移","vip.pricing.plans.subscribe","当前仓库新增 key(无 D 盘对应)"
"new","","vip.pricing.plans.recommended","","无需迁移","vip.pricing.plans.recommended","当前仓库新增 key(无 D 盘对应)"
"new","","vip.cta.upgrade","","无需迁移","vip.cta.upgrade","当前仓库新增 key(无 D 盘对应)"
"new","","vip.cta.view_plans","","无需迁移","vip.cta.viewPlans","当前仓库新增 key(无 D 盘对应)"
"new","","vip.cta.guarantee","","无需迁移","vip.cta.guarantee","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.payment_methods","","无需迁移","vip.payment.paymentMethods","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.alipay","","无需迁移","vip.payment.alipay","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.confirm_pay","","无需迁移","vip.payment.confirmPay","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.qr_code_title","","无需迁移","vip.payment.qrCodeTitle","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.qr_code_tip","","无需迁移","vip.payment.qrCodeTip","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.qr_code_alt","","无需迁移","vip.payment.qrCodeAlt","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.confirm_order","","无需迁移","vip.payment.confirmOrder","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.order_details","","无需迁移","vip.payment.orderDetails","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.billing_cycle","","无需迁移","vip.payment.billingCycle","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.monthly","","无需迁移","vip.payment.monthly","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.yearly","","无需迁移","vip.payment.yearly","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.yearly_discount","","无需迁移","vip.payment.yearlyDiscount","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.wechat_pay","","无需迁移","vip.payment.wechatPay","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.fetch_vip_price_failed","","无需迁移","vip.payment.fetchVipPriceFailed","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.purchase_vip_failed","","无需迁移","vip.payment.purchaseVipFailed","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.select_product","","无需迁移","vip.payment.selectProduct","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.vip_name","","无需迁移","vip.payment.vipName","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.payment_onetime","","无需迁移","vip.payment.paymentOnetime","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.lifetime_member","","无需迁移","vip.payment.lifetimeMember","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.pay_now","","无需迁移","vip.payment.payNow","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.benefits.unlimited_copy","","无需迁移","vip.payment.benefits.unlimitedCopy","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.benefits.premium_model","","无需迁移","vip.payment.benefits.premiumModel","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.benefits.referral","","无需迁移","vip.payment.benefits.referral","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.benefits.support","","无需迁移","vip.payment.benefits.support","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment.benefits.lifetime","","无需迁移","vip.payment.benefits.lifetime","当前仓库新增 key(无 D 盘对应)"
"new","","vip.payment_failed","","无需迁移","vip.paymentFailed","当前仓库新增 key(无 D 盘对应)"
"new","","asks.empty","","无需迁移","asks.empty","当前仓库新增 key(无 D 盘对应)"
"new","","asks.search_placeholder","","无需迁移","asks.searchPlaceholder","当前仓库新增 key(无 D 盘对应)"
"new","","asks.all","","无需迁移","asks.all","当前仓库新增 key(无 D 盘对应)"
"new","","asks.resolved","","无需迁移","asks.resolved","当前仓库新增 key(无 D 盘对应)"
"new","","asks.unresolved","","无需迁移","asks.unresolved","当前仓库新增 key(无 D 盘对应)"
"new","","asks.ask_question","","无需迁移","asks.askQuestion","当前仓库新增 key(无 D 盘对应)"
"new","","asks.title_placeholder","","无需迁移","asks.titlePlaceholder","当前仓库新增 key(无 D 盘对应)"
"new","","asks.content_placeholder","","无需迁移","asks.contentPlaceholder","当前仓库新增 key(无 D 盘对应)"
"new","","asks.answer_count","","无需迁移","asks.answerCount","当前仓库新增 key(无 D 盘对应)"
"new","","asks.view_count","","无需迁移","asks.viewCount","当前仓库新增 key(无 D 盘对应)"
"new","","asks.answer_question","","无需迁移","asks.answerQuestion","当前仓库新增 key(无 D 盘对应)"
"new","","payment.popular","","无需迁移","payment.popular","当前仓库新增 key(无 D 盘对应)"
"new","","payment.per_month","","无需迁移","payment.perMonth","当前仓库新增 key(无 D 盘对应)"
"new","","payment.plans.free.cta","","无需迁移","payment.plans.free.cta","当前仓库新增 key(无 D 盘对应)"
"new","","payment.plans.pro.cta","","无需迁移","payment.plans.pro.cta","当前仓库新增 key(无 D 盘对应)"
"new","","payment.plans.enterprise.cta","","无需迁移","payment.plans.enterprise.cta","当前仓库新增 key(无 D 盘对应)"
"new","","payment.plans.enterprise.contact_sales","","无需迁移","payment.plans.enterprise.contactSales","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.order_summary","","无需迁移","payment.checkout.orderSummary","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.plan","","无需迁移","payment.checkout.plan","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.subtotal","","无需迁移","payment.checkout.subtotal","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.coupon","","无需迁移","payment.checkout.coupon","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.coupon_placeholder","","无需迁移","payment.checkout.couponPlaceholder","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.apply_coupon","","无需迁移","payment.checkout.applyCoupon","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.payment_method","","无需迁移","payment.checkout.paymentMethod","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.wechat","","无需迁移","payment.checkout.wechat","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.alipay","","无需迁移","payment.checkout.alipay","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.stripe","","无需迁移","payment.checkout.stripe","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.usdc","","无需迁移","payment.checkout.usdc","当前仓库新增 key(无 D 盘对应)"
"new","","payment.checkout.pay_now","","无需迁移","payment.checkout.payNow","当前仓库新增 key(无 D 盘对应)"
"new","","nav.dashboard","","无需迁移","admin.nav.dashboard","当前仓库新增 key(无 D 盘对应)"
"new","","nav.users","","无需迁移","admin.nav.users","当前仓库新增 key(无 D 盘对应)"
"new","","nav.projects","","无需迁移","admin.nav.projects","当前仓库新增 key(无 D 盘对应)"
"new","","nav.roles","","无需迁移","admin.nav.roles","当前仓库新增 key(无 D 盘对应)"
"new","","nav.permissions","","无需迁移","admin.nav.permissions","当前仓库新增 key(无 D 盘对应)"
"new","","nav.workflows","","无需迁移","admin.nav.workflows","当前仓库新增 key(无 D 盘对应)"
"new","","nav.feedbacks","","无需迁移","admin.nav.feedbacks","当前仓库新增 key(无 D 盘对应)"
"new","","nav.announcements","","无需迁移","admin.nav.announcements","当前仓库新增 key(无 D 盘对应)"
"new","","nav.docs","","无需迁移","admin.nav.docs","当前仓库新增 key(无 D 盘对应)"
"new","","nav.help","","无需迁移","admin.nav.help","当前仓库新增 key(无 D 盘对应)"
"new","","nav.configs","","无需迁移","admin.nav.configs","当前仓库新增 key(无 D 盘对应)"
"new","","nav.integrations","","无需迁移","admin.nav.integrations","当前仓库新增 key(无 D 盘对应)"
"new","","nav.events","","无需迁移","admin.nav.events","当前仓库新增 key(无 D 盘对应)"
"new","","nav.exam","","无需迁移","admin.nav.exam","当前仓库新增 key(无 D 盘对应)"
"new","","nav.learn","","无需迁移","admin.nav.learn","当前仓库新增 key(无 D 盘对应)"
"new","","nav.members","","无需迁移","admin.nav.members","当前仓库新增 key(无 D 盘对应)"
"new","","nav.resources","","无需迁移","admin.nav.resources","当前仓库新增 key(无 D 盘对应)"
"new","","nav.live","","无需迁移","admin.nav.live","当前仓库新增 key(无 D 盘对应)"
"new","","nav.point","","无需迁移","admin.nav.point","当前仓库新增 key(无 D 盘对应)"
"new","","nav.news","","无需迁移","admin.nav.news","当前仓库新增 key(无 D 盘对应)"
"new","","nav.agents","","无需迁移","admin.nav.agents","当前仓库新增 key(无 D 盘对应)"
"new","","nav.agent_categories","","无需迁移","admin.nav.agentCategories","当前仓库新增 key(无 D 盘对应)"
"new","","nav.agent_examine","","无需迁移","admin.nav.agentExamine","当前仓库新增 key(无 D 盘对应)"
"new","","nav.agent_settlement","","无需迁移","admin.nav.agentSettlement","当前仓库新增 key(无 D 盘对应)"
"new","","nav.demand_square","","无需迁移","admin.nav.demandSquare","当前仓库新增 key(无 D 盘对应)"
"new","","nav.backend_health","","无需迁移","admin.nav.backendHealth","当前仓库新增 key(无 D 盘对应)"
"new","","nav.performance_dashboard","","无需迁移","admin.nav.performanceDashboard","当前仓库新增 key(无 D 盘对应)"
"new","","nav.database_optimization","","无需迁移","admin.nav.databaseOptimization","当前仓库新增 key(无 D 盘对应)"
"new","","nav.event_bus_monitor","","无需迁移","admin.nav.eventBusMonitor","当前仓库新增 key(无 D 盘对应)"
"new","","nav.gray_release","","无需迁移","admin.nav.grayRelease","当前仓库新增 key(无 D 盘对应)"
"new","","nav.api_debug","","无需迁移","admin.nav.apiDebug","当前仓库新增 key(无 D 盘对应)"
"new","","nav.api_groups","","无需迁移","admin.nav.apiGroups","当前仓库新增 key(无 D 盘对应)"
"new","","nav.api_logs","","无需迁移","admin.nav.apiLogs","当前仓库新增 key(无 D 盘对应)"
"new","","nav.api_usage","","无需迁移","admin.nav.apiUsage","当前仓库新增 key(无 D 盘对应)"
"new","","nav.developer","","无需迁移","admin.nav.developer","当前仓库新增 key(无 D 盘对应)"
"new","","nav.sms","","无需迁移","admin.nav.sms","当前仓库新增 key(无 D 盘对应)"
"new","","nav.notification_channels","","无需迁移","admin.nav.notificationChannels","当前仓库新增 key(无 D 盘对应)"
"new","","nav.notification_preferences","","无需迁移","admin.nav.notificationPreferences","当前仓库新增 key(无 D 盘对应)"
"new","","nav.notification_logs","","无需迁移","admin.nav.notificationLogs","当前仓库新增 key(无 D 盘对应)"
"new","","nav.recommendation_config","","无需迁移","admin.nav.recommendationConfig","当前仓库新增 key(无 D 盘对应)"
"new","","nav.mobile_adapter","","无需迁移","admin.nav.mobileAdapter","当前仓库新增 key(无 D 盘对应)"
"new","","nav.oauth_audit_dashboard","","无需迁移","admin.nav.oauthAuditDashboard","当前仓库新增 key(无 D 盘对应)"
"new","","nav.error_dashboard","","无需迁移","admin.nav.errorDashboard","当前仓库新增 key(无 D 盘对应)"
"new","","nav.monitoring_dashboard","","无需迁移","admin.nav.monitoringDashboard","当前仓库新增 key(无 D 盘对应)"
"new","","nav.refund","","无需迁移","admin.nav.refund","当前仓库新增 key(无 D 盘对应)"
"new","","nav.api_platform_apps","","无需迁移","admin.nav.apiPlatformApps","当前仓库新增 key(无 D 盘对应)"
"new","","nav.api_platform_packages","","无需迁移","admin.nav.apiPlatformPackages","当前仓库新增 key(无 D 盘对应)"
"new","","nav.api_platform_billing","","无需迁移","admin.nav.apiPlatformBilling","当前仓库新增 key(无 D 盘对应)"
"new","","nav.api_platform_usage","","无需迁移","admin.nav.apiPlatformUsage","当前仓库新增 key(无 D 盘对应)"
"new","","nav.shop_products","","无需迁移","admin.nav.shopProducts","当前仓库新增 key(无 D 盘对应)"
"new","","nav.shop_payments","","无需迁移","admin.nav.shopPayments","当前仓库新增 key(无 D 盘对应)"
"new","","nav.shop_withdrawals","","无需迁移","admin.nav.shopWithdrawals","当前仓库新增 key(无 D 盘对应)"
"new","","nav.shop_funds","","无需迁移","admin.nav.shopFunds","当前仓库新增 key(无 D 盘对应)"
"new","","nav.oauth_apps","","无需迁移","admin.nav.oauthApps","当前仓库新增 key(无 D 盘对应)"
"new","","nav.oauth_audit","","无需迁移","admin.nav.oauthAudit","当前仓库新增 key(无 D 盘对应)"
"new","","nav.oauth_tokens","","无需迁移","admin.nav.oauthTokens","当前仓库新增 key(无 D 盘对应)"
"new","","nav.monitor_dashboard","","无需迁移","admin.nav.monitorDashboard","当前仓库新增 key(无 D 盘对应)"
"new","","nav.monitor_funnel","","无需迁移","admin.nav.monitorFunnel","当前仓库新增 key(无 D 盘对应)"
"new","","nav.monitor_alerts","","无需迁移","admin.nav.monitorAlerts","当前仓库新增 key(无 D 盘对应)"
"new","","nav.member_users","","无需迁移","admin.nav.memberUsers","当前仓库新增 key(无 D 盘对应)"
"new","","nav.member_roles","","无需迁移","admin.nav.memberRoles","当前仓库新增 key(无 D 盘对应)"
"new","","nav.member_permissions","","无需迁移","admin.nav.memberPermissions","当前仓库新增 key(无 D 盘对应)"
"new","","nav.member_logs","","无需迁移","admin.nav.memberLogs","当前仓库新增 key(无 D 盘对应)"
"new","","nav.member_blacklist","","无需迁移","admin.nav.memberBlacklist","当前仓库新增 key(无 D 盘对应)"
"new","","nav.system_monitor","","无需迁移","admin.nav.systemMonitor","当前仓库新增 key(无 D 盘对应)"
"new","","nav.system_config","","无需迁移","admin.nav.systemConfig","当前仓库新增 key(无 D 盘对应)"
"new","","nav.system_tasks","","无需迁移","admin.nav.systemTasks","当前仓库新增 key(无 D 盘对应)"
"new","","nav.realname_audit","","无需迁移","admin.nav.realnameAudit","当前仓库新增 key(无 D 盘对应)"
"new","","nav.agent_rules","","无需迁移","admin.nav.agentRules","当前仓库新增 key(无 D 盘对应)"
"new","","nav.task_developer","","无需迁移","admin.nav.taskDeveloper","当前仓库新增 key(无 D 盘对应)"
"new","","nav.contact","","无需迁移","admin.nav.contact","当前仓库新增 key(无 D 盘对应)"
"new","","nav.about_us","","无需迁移","admin.nav.aboutUs","当前仓库新增 key(无 D 盘对应)"
"new","","nav.ai_gc","","无需迁移","admin.nav.aiGc","当前仓库新增 key(无 D 盘对应)"
"new","","nav.advertise","","无需迁移","admin.nav.advertise","当前仓库新增 key(无 D 盘对应)"
"new","","nav.carousel","","无需迁移","admin.nav.carousel","当前仓库新增 key(无 D 盘对应)"
"new","","nav.crew","","无需迁移","admin.nav.crew","当前仓库新增 key(无 D 盘对应)"
"new","","nav.knowledge_rag","","无需迁移","admin.nav.knowledgeRag","当前仓库新增 key(无 D 盘对应)"
"new","","nav.zhs_agent","","无需迁移","admin.nav.zhsAgent","当前仓库新增 key(无 D 盘对应)"
"new","","nav.zhs_user","","无需迁移","admin.nav.zhsUser","当前仓库新增 key(无 D 盘对应)"
"new","","nav.zhs_activity","","无需迁移","admin.nav.zhsActivity","当前仓库新增 key(无 D 盘对应)"
"new","","nav.agent_task","","无需迁移","admin.nav.agentTask","当前仓库新增 key(无 D 盘对应)"
"new","","nav.agent_rule","","无需迁移","admin.nav.agentRule","当前仓库新增 key(无 D 盘对应)"
"new","","nav.developer_link","","无需迁移","admin.nav.developerLink","当前仓库新增 key(无 D 盘对应)"
"new","","nav.identity_proportion","","无需迁移","admin.nav.identityProportion","当前仓库新增 key(无 D 盘对应)"
"new","","nav.product_identity","","无需迁移","admin.nav.productIdentity","当前仓库新增 key(无 D 盘对应)"
"new","","nav.user_agent_audio","","无需迁移","admin.nav.userAgentAudio","当前仓库新增 key(无 D 盘对应)"
"new","","nav.user_agent_context","","无需迁移","admin.nav.userAgentContext","当前仓库新增 key(无 D 盘对应)"
"new","","nav.user_agent_image","","无需迁移","admin.nav.userAgentImage","当前仓库新增 key(无 D 盘对应)"
"new","","nav.auth_accounts","","无需迁移","admin.nav.authAccounts","当前仓库新增 key(无 D 盘对应)"
